tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun,pertumbuhan,kontribusi
kabupaten,12,1207,14,2023,1.5,1.65
kabupaten,12,1207,15,2023,6.44,1.83
kabupaten,12,1207,16,2023,6.46,0.97
kabupaten,12,1207,17,2023,6.94,0.28
kabupaten,12,1207,1,2024,4.18,11.81
kabupaten,12,1207,2,2024,5,0.81
kabupaten,12,1207,3,2024,3.75,28.42
kabupaten,12,1207,4,2024,1.68,0.16
kabupaten,12,1207,5,2024,1.85,0.04
kabupaten,12,1207,6,2024,7.51,15.64
kabupaten,12,1207,7,2024,6.21,18.1
kabupaten,12,1207,8,2024,3.45,8.72
kabupaten,12,1207,9,2024,15.06,3.07
kabupaten,12,1207,10,2024,7.9,1.97
kabupaten,12,1207,11,2024,3.47,2.62
kabupaten,12,1207,12,2024,2.12,3.33
kabupaten,12,1207,13,2024,5.77,0.47
kabupaten,12,1207,14,2024,11.95,1.76
kabupaten,12,1207,15,2024,5.5,1.83
kabupaten,12,1207,16,2024,7.62,0.99
kabupaten,12,1207,17,2024,7.53,0.28
kabupaten,12,1207,1,2025,2.14,11.54
kabupaten,12,1207,2,2025,2.5,0.79
kabupaten,12,1207,3,2025,4.76,28.47
kabupaten,12,1207,4,2025,1.1,0.15
kabupaten,12,1207,5,2025,4.91,0.04
kabupaten,12,1207,6,2025,-0.01,14.95
kabupaten,12,1207,7,2025,7.54,18.62
kabupaten,12,1207,8,2025,7.7,8.99
kabupaten,12,1207,9,2025,6.32,3.12
kabupaten,12,1207,10,2025,6.58,2.01
kabupaten,12,1207,11,2025,3.08,2.58
kabupaten,12,1207,12,2025,9.08,3.47
kabupaten,12,1207,13,2025,9.27,0.49
kabupaten,12,1207,14,2025,-1.91,1.65
kabupaten,12,1207,15,2025,5.99,1.86
kabupaten,12,1207,16,2025,5.71,1
kabupaten,12,1207,17,2025,1.36,0.27
kabupaten,12,1208,1,2021,0,58.16
kabupaten,12,1208,2,2021,0,0.22
kabupaten,12,1208,3,2021,0,9.74
kabupaten,12,1208,4,2021,0,0.08
kabupaten,12,1208,5,2021,0,0.08
kabupaten,12,1208,6,2021,0,8.41
kabupaten,12,1208,7,2021,0,13.26
kabupaten,12,1208,8,2021,0,1.52
kabupaten,12,1208,9,2021,0,0.79
kabupaten,12,1208,10,2021,0,0.72
kabupaten,12,1208,11,2021,0,0.91
kabupaten,12,1208,12,2021,0,0.85
kabupaten,12,1208,13,2021,0,0.08
kabupaten,12,1208,14,2021,0,3.71
kabupaten,12,1208,15,2021,0,1
kabupaten,12,1208,16,2021,0,0.36
kabupaten,12,1208,17,2021,0,0.1
kabupaten,12,1208,1,2022,5.74,58.75
kabupaten,12,1208,2,2022,4.69,0.22
kabupaten,12,1208,3,2022,2.01,9.49
kabupaten,12,1208,4,2022,4.17,0.08
kabupaten,12,1208,5,2022,4.35,0.08
kabupaten,12,1208,6,2022,1.7,8.17
kabupaten,12,1208,7,2022,5.21,13.32
kabupaten,12,1208,8,2022,7.34,1.56
kabupaten,12,1208,9,2022,5.78,0.79
kabupaten,12,1208,10,2022,5.8,0.73
kabupaten,12,1208,11,2022,3.82,0.91
kabupaten,12,1208,12,2022,3.29,0.84
kabupaten,12,1208,13,2022,9.09,0.08
kabupaten,12,1208,14,2022,-0.75,3.52
kabupaten,12,1208,15,2022,4.53,1
kabupaten,12,1208,16,2022,2.94,0.35
kabupaten,12,1208,17,2022,7.14,0.1
kabupaten,12,1208,1,2023,5.06,58.74
kabupaten,12,1208,2,2023,4.48,0.22
kabupaten,12,1208,3,2023,3.09,9.31
kabupaten,12,1208,4,2023,4,0.08
kabupaten,12,1208,5,2023,0,0.08
kabupaten,12,1208,6,2023,5.27,8.18
kabupaten,12,1208,7,2023,6.86,13.55
kabupaten,12,1208,8,2023,10.26,1.64
kabupaten,12,1208,9,2023,10.08,0.83
kabupaten,12,1208,10,2023,7.76,0.75
kabupaten,12,1208,11,2023,5.15,0.91
kabupaten,12,1208,12,2023,2.39,0.82
kabupaten,12,1208,13,2023,4.17,0.08
kabupaten,12,1208,14,2023,0.09,3.35
kabupaten,12,1208,15,2023,4.67,1
kabupaten,12,1208,16,2023,7.62,0.36
kabupaten,12,1208,17,2023,6.67,0.1
kabupaten,12,1208,1,2024,5.22,58.92
kabupaten,12,1208,2,2024,4.29,0.22
kabupaten,12,1208,3,2024,2.39,9.09
kabupaten,12,1208,4,2024,3.85,0.08
kabupaten,12,1208,5,2024,4.17,0.08
kabupaten,12,1208,6,2024,0.23,7.82
kabupaten,12,1208,7,2024,6.3,13.73
kabupaten,12,1208,8,2024,11.05,1.73
kabupaten,12,1208,9,2024,12.21,0.89
kabupaten,12,1208,10,2024,8.47,0.77
kabupaten,12,1208,11,2024,4.2,0.9
kabupaten,12,1208,12,2024,5.45,0.82
kabupaten,12,1208,13,2024,4,0.08
kabupaten,12,1208,14,2024,5.49,3.37
kabupaten,12,1208,15,2024,6.05,1.01
kabupaten,12,1208,16,2024,8.85,0.37
kabupaten,12,1208,17,2024,9.38,0.11
kabupaten,12,1208,1,2025,4.09,58.57
kabupaten,12,1208,2,2025,2.74,0.22
kabupaten,12,1208,3,2025,8.02,9.38
kabupaten,12,1208,4,2025,3.7,0.08
kabupaten,12,1208,5,2025,4,0.08
kabupaten,12,1208,6,2025,4.68,7.82
kabupaten,12,1208,7,2025,6.1,13.91
kabupaten,12,1208,8,2025,8.2,1.79
kabupaten,12,1208,9,2025,4.08,0.88
kabupaten,12,1208,10,2025,5.86,0.78
kabupaten,12,1208,11,2025,1.34,0.87
kabupaten,12,1208,12,2025,8.12,0.85
kabupaten,12,1208,13,2025,3.85,0.08
kabupaten,12,1208,14,2025,-0.27,3.21
kabupaten,12,1208,15,2025,5.11,1.01
kabupaten,12,1208,16,2025,5.69,0.38
kabupaten,12,1208,17,2025,0,0.1
kabupaten,12,1209,1,2022,0,44.96
kabupaten,12,1209,2,2022,0,0.2
kabupaten,12,1209,3,2022,0,19.67
kabupaten,12,1209,4,2022,0,0.1
kabupaten,12,1209,5,2022,0,0.06
kabupaten,12,1209,6,2022,0,5.77
kabupaten,12,1209,7,2022,0,16.95
kabupaten,12,1209,8,2022,0,3.32
kabupaten,12,1209,9,2022,0,0.78
kabupaten,12,1209,10,2022,0,0.58
kabupaten,12,1209,11,2022,0,1.33
kabupaten,12,1209,12,2022,0,1.57
kabupaten,12,1209,13,2022,0,0.04
kabupaten,12,1209,14,2022,0,2.75
kabupaten,12,1209,15,2022,0,0.83
kabupaten,12,1209,16,2022,0,0.57
kabupaten,12,1209,17,2022,0,0.53
kabupaten,12,1209,1,2023,4.44,44.77
kabupaten,12,1209,2,2023,3.41,0.19
kabupaten,12,1209,3,2023,3.54,19.42
kabupaten,12,1209,4,2023,2.01,0.1
kabupaten,12,1209,5,2023,0,0.05
kabupaten,12,1209,6,2023,6.49,5.86
kabupaten,12,1209,7,2023,5.99,17.13
kabupaten,12,1209,8,2023,11.19,3.52
kabupaten,12,1209,9,2023,8.54,0.8
kabupaten,12,1209,10,2023,5.89,0.59
kabupaten,12,1209,11,2023,5.29,1.34
kabupaten,12,1209,12,2023,3.6,1.55
kabupaten,12,1209,13,2023,5.01,0.04
kabupaten,12,1209,14,2023,1.77,2.67
kabupaten,12,1209,15,2023,6.61,0.84
kabupaten,12,1209,16,2023,5.43,0.57
kabupaten,12,1209,17,2023,8.53,0.55
kabupaten,12,1209,1,2024,5.53,45.14
kabupaten,12,1209,2,2024,1.83,0.19
kabupaten,12,1209,3,2024,3.39,19.19
kabupaten,12,1209,4,2024,3.16,0.09
kabupaten,12,1209,5,2024,1.64,0.05
kabupaten,12,1209,6,2024,1.19,5.66
kabupaten,12,1209,7,2024,4.31,17.08
kabupaten,12,1209,8,2024,7.81,3.62
kabupaten,12,1209,9,2024,7.99,0.83
kabupaten,12,1209,10,2024,5.1,0.59
kabupaten,12,1209,11,2024,3.33,1.32
kabupaten,12,1209,12,2024,3.59,1.53
kabupaten,12,1209,13,2024,3.45,0.04
kabupaten,12,1209,14,2024,4.98,2.68
kabupaten,12,1209,15,2024,6.44,0.86
kabupaten,12,1209,16,2024,6.17,0.58
kabupaten,12,1209,17,2024,6.14,0.56
kabupaten,12,1209,1,2025,4.62,45.15
kabupaten,12,1209,2,2025,1.78,0.18
kabupaten,12,1209,3,2025,4.05,19.08
kabupaten,12,1209,4,2025,0.61,0.09
kabupaten,12,1209,5,2025,0.12,0.05
kabupaten,12,1209,6,2025,0.11,5.42
kabupaten,12,1209,7,2025,5.95,17.3
kabupaten,12,1209,8,2025,10.61,3.83
kabupaten,12,1209,9,2025,7.39,0.85
kabupaten,12,1209,10,2025,5.18,0.59
kabupaten,12,1209,11,2025,3.47,1.31
kabupaten,12,1209,12,2025,2.96,1.51
kabupaten,12,1209,13,2025,5.81,0.04
kabupaten,12,1209,14,2025,2.31,2.62
kabupaten,12,1209,15,2025,5.96,0.87
kabupaten,12,1209,16,2025,2.01,0.57
kabupaten,12,1209,17,2025,4,0.56
kabupaten,12,1210,1,2021,0,30.82
kabupaten,12,1210,2,2021,0,0.74
kabupaten,12,1210,3,2021,0,31.79
kabupaten,12,1210,4,2021,0,0.08
kabupaten,12,1210,5,2021,0,0.03
kabupaten,12,1210,6,2021,0,7.62
kabupaten,12,1210,7,2021,0,16.35
kabupaten,12,1210,8,2021,0,1.68
kabupaten,12,1210,9,2021,0,1.33
kabupaten,12,1210,10,2021,0,0.93
kabupaten,12,1210,11,2021,0,1.13
kabupaten,12,1210,12,2021,0,2.35
kabupaten,12,1210,13,2021,0,0.15
kabupaten,12,1210,14,2021,0,2.67
kabupaten,12,1210,15,2021,0,1.83
kabupaten,12,1210,16,2021,0,0.4
kabupaten,12,1210,17,2021,0,0.09
kabupaten,12,1210,1,2022,7.31,31.55
kabupaten,12,1210,2,2022,6.04,0.75
kabupaten,12,1210,3,2022,3.31,31.34
kabupaten,12,1210,4,2022,5.83,0.08
kabupaten,12,1210,5,2022,5.69,0.03
kabupaten,12,1210,6,2022,0.6,7.32
kabupaten,12,1210,7,2022,5.07,16.39
kabupaten,12,1210,8,2022,8.66,1.74
kabupaten,12,1210,9,2022,7.59,1.36
kabupaten,12,1210,10,2022,6.88,0.95
kabupaten,12,1210,11,2022,3.65,1.12
kabupaten,12,1210,12,2022,5.21,2.36
kabupaten,12,1210,13,2022,4.98,0.15
kabupaten,12,1210,14,2022,-0.09,2.54
kabupaten,12,1210,15,2022,3.91,1.81
kabupaten,12,1210,16,2022,2.7,0.4
kabupaten,12,1210,17,2022,7.04,0.1
kabupaten,12,1210,1,2023,4.7,31.45
kabupaten,12,1210,2,2023,3.29,0.74
kabupaten,12,1210,3,2023,4.54,31.19
kabupaten,12,1210,4,2023,3.61,0.08
kabupaten,12,1210,5,2023,6.67,0.03
kabupaten,12,1210,6,2023,6.21,7.4
kabupaten,12,1210,7,2023,6.85,16.68
kabupaten,12,1210,8,2023,5.7,1.76
kabupaten,12,1210,9,2023,5.48,1.37
kabupaten,12,1210,10,2023,4.07,0.94
kabupaten,12,1210,11,2023,3.89,1.11
kabupaten,12,1210,12,2023,3.08,2.31
kabupaten,12,1210,13,2023,3.85,0.15
kabupaten,12,1210,14,2023,3.89,2.52
kabupaten,12,1210,15,2023,3.42,1.79
kabupaten,12,1210,16,2023,4.85,0.39
kabupaten,12,1210,17,2023,5.34,0.1
kabupaten,12,1210,1,2024,4.27,31.22
kabupaten,12,1210,2,2024,4.02,0.73
kabupaten,12,1210,3,2024,2.99,30.57
kabupaten,12,1210,4,2024,4.55,0.08
kabupaten,12,1210,5,2024,3.29,0.03
kabupaten,12,1210,6,2024,6.11,7.47
kabupaten,12,1210,7,2024,9.03,17.31
kabupaten,12,1210,8,2024,4.05,1.74
kabupaten,12,1210,9,2024,5.41,1.37
kabupaten,12,1210,10,2024,4.52,0.94
kabupaten,12,1210,11,2024,3.24,1.09
kabupaten,12,1210,12,2024,6.36,2.34
kabupaten,12,1210,13,2024,3.65,0.15
kabupaten,12,1210,14,2024,9.43,2.62
kabupaten,12,1210,15,2024,8.49,1.85
kabupaten,12,1210,16,2024,6.22,0.4
kabupaten,12,1210,17,2024,6.6,0.1
kabupaten,12,1210,1,2025,2.4,30.69
kabupaten,12,1210,2,2025,3.86,0.73
kabupaten,12,1210,3,2025,4.97,30.81
kabupaten,12,1210,4,2025,4.9,0.08
kabupaten,12,1210,5,2025,-70.28,0.01
kabupaten,12,1210,6,2025,-0.04,7.17
kabupaten,12,1210,7,2025,7.32,17.83
kabupaten,12,1210,8,2025,9.78,1.83
kabupaten,12,1210,9,2025,8.07,1.42
kabupaten,12,1210,10,2025,7.69,0.97
kabupaten,12,1210,11,2025,5.3,1.1
kabupaten,12,1210,12,2025,11.02,2.49
kabupaten,12,1210,13,2025,6.02,0.15
kabupaten,12,1210,14,2025,-6.93,2.34
kabupaten,12,1210,15,2025,4.65,1.85
kabupaten,12,1210,16,2025,6.12,0.41
kabupaten,12,1210,17,2025,5.97,0.1
kabupaten,12,1211,1,2021,0,45.16
kabupaten,12,1211,2,2021,0,0.06
kabupaten,12,1211,3,2021,0,0.33
kabupaten,12,1211,4,2021,0,0.09
kabupaten,12,1211,5,2021,0,0.09
kabupaten,12,1211,6,2021,0,12.63
kabupaten,12,1211,7,2021,0,17.27
kabupaten,12,1211,8,2021,0,3.68
kabupaten,12,1211,9,2021,0,2.81
kabupaten,12,1211,10,2021,0,1.29
kabupaten,12,1211,11,2021,0,2.07
kabupaten,12,1211,12,2021,0,2.71
kabupaten,12,1211,13,2021,0,0.06
kabupaten,12,1211,14,2021,0,9.11
kabupaten,12,1211,15,2021,0,2
kabupaten,12,1211,16,2021,0,0.61
kabupaten,12,1211,17,2021,0,0.02
kabupaten,12,1211,1,2022,4.51,45.29
kabupaten,12,1211,2,2022,2.58,0.06
kabupaten,12,1211,3,2022,1.74,0.32
kabupaten,12,1211,4,2022,4.94,0.1
kabupaten,12,1211,5,2022,1.18,0.09
kabupaten,12,1211,6,2022,0.88,12.23
kabupaten,12,1211,7,2022,6.67,17.67
kabupaten,12,1211,8,2022,8.03,3.82
kabupaten,12,1211,9,2022,5.82,2.85
kabupaten,12,1211,10,2022,7.6,1.33
kabupaten,12,1211,11,2022,2.79,2.04
kabupaten,12,1211,12,2022,3.41,2.69
kabupaten,12,1211,13,2022,1.26,0.06
kabupaten,12,1211,14,2022,0.67,8.8
kabupaten,12,1211,15,2022,5.13,2.01
kabupaten,12,1211,16,2022,4.31,0.61
kabupaten,12,1211,17,2022,0.77,0.02
kabupaten,12,1211,1,2023,4.69,45.14
kabupaten,12,1211,2,2023,3.88,0.06
kabupaten,12,1211,3,2023,3.69,0.32
kabupaten,12,1211,4,2023,2.73,0.09
kabupaten,12,1211,5,2023,2.66,0.09
kabupaten,12,1211,6,2023,5.05,12.23
kabupaten,12,1211,7,2023,5.96,17.83
kabupaten,12,1211,8,2023,9.91,3.99
kabupaten,12,1211,9,2023,8.14,2.94
kabupaten,12,1211,10,2023,6,1.35
kabupaten,12,1211,11,2023,4.33,2.03
kabupaten,12,1211,12,2023,2.58,2.62
kabupaten,12,1211,13,2023,4.73,0.06
kabupaten,12,1211,14,2023,2.32,8.58
kabupaten,12,1211,15,2023,6.47,2.04
kabupaten,12,1211,16,2023,6.41,0.62
kabupaten,12,1211,17,2023,6.11,0.02
kabupaten,12,1211,1,2024,4.29,44.85
kabupaten,12,1211,2,2024,6.15,0.06
kabupaten,12,1211,3,2024,5.86,0.32
kabupaten,12,1211,4,2024,3.55,0.09
kabupaten,12,1211,5,2024,2.75,0.08
kabupaten,12,1211,6,2024,5.61,12.3
kabupaten,12,1211,7,2024,6.24,18.05
kabupaten,12,1211,8,2024,4.96,3.99
kabupaten,12,1211,9,2024,3.16,2.89
kabupaten,12,1211,10,2024,3.43,1.33
kabupaten,12,1211,11,2024,3.77,2.01
kabupaten,12,1211,12,2024,4.36,2.61
kabupaten,12,1211,13,2024,4.51,0.06
kabupaten,12,1211,14,2024,6.16,8.67
kabupaten,12,1211,15,2024,5.96,2.06
kabupaten,12,1211,16,2024,3.68,0.61
kabupaten,12,1211,17,2024,4.32,0.02
kabupaten,12,1211,1,2025,3.72,44.49
kabupaten,12,1211,2,2025,3.52,0.06
kabupaten,12,1211,3,2025,6.6,0.33
kabupaten,12,1211,4,2025,-0.14,0.09
kabupaten,12,1211,5,2025,10.24,0.09
kabupaten,12,1211,6,2025,0.02,11.77
kabupaten,12,1211,7,2025,10.45,19.06
kabupaten,12,1211,8,2025,8.94,4.16
kabupaten,12,1211,9,2025,7.55,2.97
kabupaten,12,1211,10,2025,2.78,1.3
kabupaten,12,1211,11,2025,3.11,1.98
kabupaten,12,1211,12,2025,4.97,2.62
kabupaten,12,1211,13,2025,13.64,0.06
kabupaten,12,1211,14,2025,0.01,8.3
kabupaten,12,1211,15,2025,4.98,2.07
kabupaten,12,1211,16,2025,7.6,0.63
kabupaten,12,1211,17,2025,37.93,0.03
kabupaten,12,1212,1,2021,0,32.46
kabupaten,12,1212,2,2021,0,0.3
kabupaten,12,1212,3,2021,0,10.53
kabupaten,12,1212,4,2021,0,0.09
kabupaten,12,1212,5,2021,0,0.05
kabupaten,12,1212,6,2021,0,13.5
kabupaten,12,1212,7,2021,0,16.89
kabupaten,12,1212,8,2021,0,2.93
kabupaten,12,1212,9,2021,0,2.91
kabupaten,12,1212,10,2021,0,1.61
kabupaten,12,1212,11,2021,0,1.76
kabupaten,12,1212,12,2021,0,2.93
kabupaten,12,1212,13,2021,0,0.83
kabupaten,12,1212,14,2021,0,9.27
kabupaten,12,1212,15,2021,0,2.97
kabupaten,12,1212,16,2021,0,0.83
kabupaten,12,1212,17,2021,0,0.15
kabupaten,12,1212,1,2022,3.22,32.14
kabupaten,12,1212,2,2022,4.89,0.3
kabupaten,12,1212,3,2022,5.64,10.67
kabupaten,12,1212,4,2022,5.31,0.09
kabupaten,12,1212,5,2022,5.42,0.05
kabupaten,12,1212,6,2022,6.01,13.73
kabupaten,12,1212,7,2022,6.09,17.19
kabupaten,12,1212,8,2022,5.6,2.96
kabupaten,12,1212,9,2022,3.66,2.9
kabupaten,12,1212,10,2022,6.29,1.64
kabupaten,12,1212,11,2022,3.48,1.75
kabupaten,12,1212,12,2022,3.09,2.9
kabupaten,12,1212,13,2022,4.24,0.83
kabupaten,12,1212,14,2022,0.47,8.93
kabupaten,12,1212,15,2022,3.66,2.95
kabupaten,12,1212,16,2022,2,0.81
kabupaten,12,1212,17,2022,4.5,0.15
kabupaten,12,1212,1,2023,2.14,31.28
kabupaten,12,1212,2,2023,6.96,0.31
kabupaten,12,1212,3,2023,5.07,10.69
kabupaten,12,1212,4,2023,8.41,0.09
kabupaten,12,1212,5,2023,8.56,0.05
kabupaten,12,1212,6,2023,8.86,14.24
kabupaten,12,1212,7,2023,8.01,17.69
kabupaten,12,1212,8,2023,8.76,3.07
kabupaten,12,1212,9,2023,7.66,2.97
kabupaten,12,1212,10,2023,8.17,1.69
kabupaten,12,1212,11,2023,5.51,1.76
kabupaten,12,1212,12,2023,5.07,2.9
kabupaten,12,1212,13,2023,5.87,0.83
kabupaten,12,1212,14,2023,0.51,8.56
kabupaten,12,1212,15,2023,3.18,2.9
kabupaten,12,1212,16,2023,3.05,0.8
kabupaten,12,1212,17,2023,6.19,0.16
kabupaten,12,1212,1,2024,2.65,30.63
kabupaten,12,1212,2,2024,4.41,0.31
kabupaten,12,1212,3,2024,8.04,11.01
kabupaten,12,1212,4,2024,6.9,0.1
kabupaten,12,1212,5,2024,5.99,0.05
kabupaten,12,1212,6,2024,5.62,14.35
kabupaten,12,1212,7,2024,5.84,17.86
kabupaten,12,1212,8,2024,5.13,3.08
kabupaten,12,1212,9,2024,4.5,2.96
kabupaten,12,1212,10,2024,6.96,1.73
kabupaten,12,1212,11,2024,4.18,1.75
kabupaten,12,1212,12,2024,4.23,2.88
kabupaten,12,1212,13,2024,3.94,0.83
kabupaten,12,1212,14,2024,5.9,8.64
kabupaten,12,1212,15,2024,3.72,2.87
kabupaten,12,1212,16,2024,5.27,0.8
kabupaten,12,1212,17,2024,3.02,0.15
kabupaten,12,1212,1,2025,4.41,30.72
kabupaten,12,1212,2,2025,4.27,0.31
kabupaten,12,1212,3,2025,-2.06,10.36
kabupaten,12,1212,4,2025,3.23,0.09
kabupaten,12,1212,5,2025,4.46,0.05
kabupaten,12,1212,6,2025,-0.02,13.78
kabupaten,12,1212,7,2025,10.91,19.03
kabupaten,12,1212,8,2025,5.52,3.12
kabupaten,12,1212,9,2025,9.81,3.12
kabupaten,12,1212,10,2025,6.59,1.77
kabupaten,12,1212,11,2025,5.27,1.77
kabupaten,12,1212,12,2025,5.48,2.92
kabupaten,12,1212,13,2025,3.82,0.83
kabupaten,12,1212,14,2025,-0.02,8.3
kabupaten,12,1212,15,2025,3.63,2.86
kabupaten,12,1212,16,2025,5.51,0.81
kabupaten,12,1212,17,2025,4.04,0.15
kabupaten,12,1213,1,2021,0,49.66
kabupaten,12,1213,2,2021,0,0.76
kabupaten,12,1213,3,2021,0,10.18
kabupaten,12,1213,4,2021,0,0.09
kabupaten,12,1213,5,2021,0,0.02
kabupaten,12,1213,6,2021,0,11.56
kabupaten,12,1213,7,2021,0,12.08
kabupaten,12,1213,8,2021,0,1.72
kabupaten,12,1213,9,2021,0,0.72
kabupaten,12,1213,10,2021,0,0.89
kabupaten,12,1213,11,2021,0,1.54
kabupaten,12,1213,12,2021,0,2.1
kabupaten,12,1213,13,2021,0,0.1
kabupaten,12,1213,14,2021,0,6.44
kabupaten,12,1213,15,2021,0,1.26
kabupaten,12,1213,16,2021,0,0.84
kabupaten,12,1213,17,2021,0,0.03
kabupaten,12,1213,1,2022,5.7,50.31
kabupaten,12,1213,2,2022,4.11,0.76
kabupaten,12,1213,3,2022,3.49,10.1
kabupaten,12,1213,4,2022,3.73,0.09
kabupaten,12,1213,5,2022,3.66,0.02
kabupaten,12,1213,6,2022,1.42,11.24
kabupaten,12,1213,7,2022,4.15,12.06
kabupaten,12,1213,8,2022,7.29,1.76
kabupaten,12,1213,9,2022,6.68,0.74
kabupaten,12,1213,10,2022,6.46,0.9
kabupaten,12,1213,11,2022,5.05,1.55
kabupaten,12,1213,12,2022,3.66,2.09
kabupaten,12,1213,13,2022,5.32,0.1
kabupaten,12,1213,14,2022,-0.09,6.17
kabupaten,12,1213,15,2022,4.03,1.26
kabupaten,12,1213,16,2022,2.17,0.82
kabupaten,12,1213,17,2022,6.62,0.03
kabupaten,12,1213,1,2023,4.45,50.08
kabupaten,12,1213,2,2023,7.14,0.77
kabupaten,12,1213,3,2023,5.1,10.11
kabupaten,12,1213,4,2023,2.29,0.09
kabupaten,12,1213,5,2023,5.05,0.02
kabupaten,12,1213,6,2023,5.7,11.32
kabupaten,12,1213,7,2023,5.88,12.17
kabupaten,12,1213,8,2023,7.26,1.8
kabupaten,12,1213,9,2023,10.04,0.77
kabupaten,12,1213,10,2023,6.61,0.92
kabupaten,12,1213,11,2023,1.69,1.5
kabupaten,12,1213,12,2023,3.34,2.06
kabupaten,12,1213,13,2023,4.04,0.1
kabupaten,12,1213,14,2023,4.28,6.13
kabupaten,12,1213,15,2023,6.88,1.28
kabupaten,12,1213,16,2023,6.25,0.84
kabupaten,12,1213,17,2023,6.8,0.03
kabupaten,12,1213,1,2024,3.91,49.64
kabupaten,12,1213,2,2024,6.58,0.79
kabupaten,12,1213,3,2024,5.04,10.14
kabupaten,12,1213,4,2024,5.86,0.09
kabupaten,12,1213,5,2024,3.37,0.02
kabupaten,12,1213,6,2024,4.76,11.31
kabupaten,12,1213,7,2024,7.31,12.46
kabupaten,12,1213,8,2024,6.52,1.83
kabupaten,12,1213,9,2024,8.98,0.8
kabupaten,12,1213,10,2024,6.19,0.93
kabupaten,12,1213,11,2024,-3.55,1.38
kabupaten,12,1213,12,2024,5.11,2.06
kabupaten,12,1213,13,2024,5.73,0.1
kabupaten,12,1213,14,2024,7.59,6.29
kabupaten,12,1213,15,2024,5.01,1.29
kabupaten,12,1213,16,2024,5.17,0.84
kabupaten,12,1213,17,2024,8.59,0.04
kabupaten,12,1213,1,2025,4.47,49.68
kabupaten,12,1213,2,2025,5.22,0.79
kabupaten,12,1213,3,2025,4.1,10.11
kabupaten,12,1213,4,2025,164.75,0.23
kabupaten,12,1213,5,2025,-0.47,0.02
kabupaten,12,1213,6,2025,-0.11,10.82
kabupaten,12,1213,7,2025,5.99,12.65
kabupaten,12,1213,8,2025,11.41,1.96
kabupaten,12,1213,9,2025,7.97,0.83
kabupaten,12,1213,10,2025,7.61,0.96
kabupaten,12,1213,11,2025,-2.49,1.29
kabupaten,12,1213,12,2025,7.84,2.13
kabupaten,12,1213,13,2025,4.23,0.1
kabupaten,12,1213,14,2025,4.41,6.3
kabupaten,12,1213,15,2025,3.24,1.27
kabupaten,12,1213,16,2025,3.34,0.83
kabupaten,12,1213,17,2025,8.67,0.04
kabupaten,12,1214,1,2021,0,47.04
kabupaten,12,1214,2,2021,0,6.22
kabupaten,12,1214,3,2021,0,0.16
kabupaten,12,1214,4,2021,0,0.09
kabupaten,12,1214,5,2021,0,0.03
kabupaten,12,1214,6,2021,0,12.74
kabupaten,12,1214,7,2021,0,8.51
kabupaten,12,1214,8,2021,0,3.39
kabupaten,12,1214,9,2021,0,2
kabupaten,12,1214,10,2021,0,1.08
kabupaten,12,1214,11,2021,0,1.45
kabupaten,12,1214,12,2021,0,4.59
kabupaten,12,1214,13,2021,0,0.03
kabupaten,12,1214,14,2021,0,8.94
kabupaten,12,1214,15,2021,0,2.77
kabupaten,12,1214,16,2021,0,0.85
kabupaten,12,1214,17,2021,0,0.12
kabupaten,12,1214,1,2022,3.3,47.15
kabupaten,12,1214,2,2022,3.29,6.23
kabupaten,12,1214,3,2022,1.57,0.16
kabupaten,12,1214,4,2022,4.52,0.09
kabupaten,12,1214,5,2022,1.75,0.03
kabupaten,12,1214,6,2022,2.33,12.65
kabupaten,12,1214,7,2022,5.08,8.67
kabupaten,12,1214,8,2022,5.22,3.46
kabupaten,12,1214,9,2022,6.89,2.07
kabupaten,12,1214,10,2022,6.87,1.12
kabupaten,12,1214,11,2022,1.05,1.42
kabupaten,12,1214,12,2022,0.7,4.48
kabupaten,12,1214,13,2022,2.65,0.03
kabupaten,12,1214,14,2022,0.12,8.68
kabupaten,12,1214,15,2022,3.64,2.78
kabupaten,12,1214,16,2022,3.77,0.86
kabupaten,12,1214,17,2022,4.71,0.12
kabupaten,12,1214,1,2023,2.72,46.72
kabupaten,12,1214,2,2023,3.77,6.24
kabupaten,12,1214,3,2023,3.23,0.16
kabupaten,12,1214,4,2023,4.07,0.09
kabupaten,12,1214,5,2023,2.59,0.03
kabupaten,12,1214,6,2023,4.66,12.77
kabupaten,12,1214,7,2023,5.23,8.8
kabupaten,12,1214,8,2023,4.7,3.49
kabupaten,12,1214,9,2023,5.46,2.11
kabupaten,12,1214,10,2023,5.49,1.14
kabupaten,12,1214,11,2023,5.42,1.45
kabupaten,12,1214,12,2023,3.9,4.49
kabupaten,12,1214,13,2023,5.16,0.04
kabupaten,12,1214,14,2023,3.98,8.71
kabupaten,12,1214,15,2023,3.35,2.77
kabupaten,12,1214,16,2023,5.85,0.88
kabupaten,12,1214,17,2023,5.76,0.13
kabupaten,12,1214,1,2024,2.98,46.34
kabupaten,12,1214,2,2024,4.69,6.29
kabupaten,12,1214,3,2024,3.54,0.16
kabupaten,12,1214,4,2024,5.38,0.09
kabupaten,12,1214,5,2024,1.68,0.03
kabupaten,12,1214,6,2024,4.02,12.79
kabupaten,12,1214,7,2024,4.84,8.89
kabupaten,12,1214,8,2024,4.12,3.5
kabupaten,12,1214,9,2024,4.62,2.12
