tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun_awal,tahun_akhir,growth_daerah,growth_pembanding,share_daerah,share_pembanding,kuadran,kategori_kuadran
kabupaten,11,1117,8,2021,2022,5.81,4.21,4.75,6.42,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,9,2021,2022,7.04,4.21,0.39,1.46,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,10,2021,2022,5.02,4.21,1.56,4.4,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,11,2021,2022,1,4.21,2.11,1.49,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1117,12,2021,2022,1.31,4.21,1.99,4.18,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,13,2021,2022,4.92,4.21,0.22,0.67,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,14,2021,2022,0.1,4.21,7.76,8.64,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,15,2021,2022,3.38,4.21,1.97,2.72,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,16,2021,2022,9.52,4.21,2.67,3.56,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,17,2021,2022,11.82,4.21,1.24,1.58,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,1,2022,2023,7.72,4.23,51.83,28.33,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1117,2,2022,2023,3.66,4.23,0.74,7.03,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,3,2022,2023,1.2,4.23,2.09,4.34,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,4,2022,2023,5.29,4.23,0.1,0.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,5,2022,2023,3.53,4.23,0.02,0.04,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,6,2022,2023,2.56,4.23,14.61,9.54,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1117,7,2022,2023,7.32,4.23,6.82,15.83,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,8,2022,2023,4.99,4.23,4.74,6.62,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,9,2022,2023,5.33,4.23,0.39,1.51,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,10,2022,2023,6.6,4.23,1.58,4.43,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,11,2022,2023,-13.05,4.23,1.74,1.28,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1117,12,2022,2023,3.62,4.23,1.96,4.16,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,13,2022,2023,-0.47,4.23,0.21,0.63,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,14,2022,2023,2.71,4.23,7.57,8.44,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,15,2022,2023,2,4.23,1.91,2.66,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,16,2022,2023,-3.59,4.23,2.44,3.4,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,17,2022,2023,5.82,4.23,1.25,1.6,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,1,2023,2024,0.73,4.66,50.56,27.39,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1117,2,2023,2024,6.87,4.66,0.77,7.47,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,3,2023,2024,4.92,4.66,2.12,4.27,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,4,2023,2024,6.46,4.66,0.11,0.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,5,2023,2024,2.27,4.66,0.02,0.04,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,6,2023,2024,5.44,4.66,14.91,9.52,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1117,7,2023,2024,4.13,4.66,6.87,15.51,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,8,2023,2024,8.58,4.66,4.98,7.38,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,9,2023,2024,8.43,4.66,0.41,1.48,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,10,2023,2024,6.75,4.66,1.63,4.31,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,11,2023,2024,22.06,4.66,2.06,1.49,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1117,12,2023,2024,7.94,4.66,2.05,4.11,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,13,2023,2024,5.54,4.66,0.21,0.63,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,14,2023,2024,4.16,4.66,7.64,8.67,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,15,2023,2024,1.09,4.66,1.87,2.65,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,16,2023,2024,5.74,4.66,2.5,3.33,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,17,2023,2024,6.87,4.66,1.29,1.59,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,1,2024,2025,3.99,2.97,51.35,27.56,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1117,2,2024,2025,-0.19,2.97,0.75,7.33,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,3,2024,2025,4.42,2.97,2.17,4.33,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,4,2024,2025,-2.7,2.97,0.1,0.15,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,5,2024,2025,0,2.97,0.02,0.04,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,6,2024,2025,-2.42,2.97,14.22,9.01,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1117,7,2024,2025,-0.2,2.97,6.7,15.74,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,8,2024,2025,4.54,2.97,5.08,7.6,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,9,2024,2025,3.68,2.97,0.42,1.51,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,10,2024,2025,2.43,2.97,1.63,4.27,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,11,2024,2025,4.37,2.97,2.1,1.5,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1117,12,2024,2025,3.45,2.97,2.07,4.17,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,13,2024,2025,-0.11,2.97,0.21,0.61,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,14,2024,2025,0.7,2.97,7.51,8.64,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,15,2024,2025,3.97,2.97,1.9,2.67,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1117,16,2024,2025,2.16,2.97,2.5,3.3,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1117,17,2024,2025,1.74,2.97,1.29,1.58,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,1,2021,2022,3.25,4.21,44.79,27.67,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,2,2021,2022,3.26,4.21,1.5,7.7,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,3,2021,2022,5.3,4.21,2.99,4.59,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,4,2021,2022,5.82,4.21,0.14,0.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,5,2021,2022,20,4.21,0.02,0.04,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,6,2021,2022,-3.32,4.21,7.4,9.59,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,7,2021,2022,6.26,4.21,11.16,15.13,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,8,2021,2022,5.82,4.21,4.42,6.42,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,9,2021,2022,31.16,4.21,1.1,1.46,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,10,2021,2022,11.7,4.21,3.89,4.4,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,11,2021,2022,-6.37,4.21,0.68,1.49,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,12,2021,2022,3.97,4.21,4.1,4.18,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,13,2021,2022,11.47,4.21,0.31,0.67,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,14,2021,2022,-0.52,4.21,10.28,8.64,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,15,2021,2022,2.51,4.21,3.64,2.72,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,16,2021,2022,9.58,4.21,2.87,3.56,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,17,2021,2022,13.5,4.21,0.7,1.58,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,1,2022,2023,3.9,4.23,44.65,28.33,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,2,2022,2023,4.04,4.23,1.49,7.03,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,3,2022,2023,7.9,4.23,3.1,4.34,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,4,2022,2023,6.28,4.23,0.14,0.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,5,2022,2023,4.17,4.23,0.02,0.04,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,6,2022,2023,-0.34,4.23,7.08,9.54,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,7,2022,2023,8.16,4.23,11.58,15.83,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,8,2022,2023,9.97,4.23,4.66,6.62,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,9,2022,2023,10.48,4.23,1.16,1.51,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,10,2022,2023,4.63,4.23,3.9,4.43,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,11,2022,2023,-9.05,4.23,0.6,1.28,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,12,2022,2023,6.92,4.23,4.21,4.16,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1118,13,2022,2023,0.82,4.23,0.3,0.63,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,14,2022,2023,1.79,4.23,10.04,8.44,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,15,2022,2023,1.82,4.23,3.56,2.66,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,16,2022,2023,-0.28,4.23,2.74,3.4,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,17,2022,2023,14,4.23,0.76,1.6,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,1,2023,2024,2.84,4.66,43.92,27.39,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,2,2023,2024,0.05,4.66,1.43,7.47,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,3,2023,2024,3.78,4.66,3.07,4.27,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,4,2023,2024,2.22,4.66,0.14,0.16,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,5,2023,2024,2,4.66,0.02,0.04,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,6,2023,2024,1.03,4.66,6.84,9.52,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,7,2023,2024,6.24,4.66,11.77,15.51,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,8,2023,2024,13.67,4.66,5.06,7.38,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,9,2023,2024,6.58,4.66,1.19,1.48,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,10,2023,2024,4.67,4.66,3.91,4.31,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,11,2023,2024,24.19,4.66,0.71,1.49,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,12,2023,2024,2.24,4.66,4.12,4.11,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,13,2023,2024,3.83,4.66,0.3,0.63,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,14,2023,2024,8.14,4.66,10.39,8.67,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1118,15,2023,2024,6.11,4.66,3.61,2.65,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1118,16,2023,2024,5.13,4.66,2.76,3.33,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,17,2023,2024,5.54,4.66,0.77,1.59,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,1,2024,2025,2.6,2.97,43.92,27.56,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,2,2024,2025,6.54,2.97,1.48,7.33,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,3,2024,2025,3.39,2.97,3.1,4.33,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,4,2024,2025,-0.72,2.97,0.14,0.15,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,5,2024,2025,1.96,2.97,0.02,0.04,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,6,2024,2025,-2.03,2.97,6.53,9.01,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,7,2024,2025,1.56,2.97,11.65,15.74,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,8,2024,2025,5.74,2.97,5.22,7.6,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1118,9,2024,2025,1.13,2.97,1.17,1.51,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,10,2024,2025,2.79,2.97,3.92,4.27,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,11,2024,2025,1.66,2.97,0.7,1.5,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,12,2024,2025,6.96,2.97,4.29,4.17,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1118,13,2024,2025,-0.45,2.97,0.29,0.61,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,14,2024,2025,4.32,2.97,10.56,8.64,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1118,15,2024,2025,0.04,2.97,3.52,2.67,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1118,16,2024,2025,2.1,2.97,2.74,3.3,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1118,17,2024,2025,-1.44,2.97,0.74,1.58,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1171,1,2021,2022,4.43,4.21,1.09,27.67,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1171,3,2021,2022,2.53,4.21,1.99,4.59,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1171,4,2021,2022,2.29,4.21,0.43,0.16,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,5,2021,2022,6.78,4.21,0.11,0.04,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,6,2021,2022,0.33,4.21,6.29,9.59,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1171,7,2021,2022,6.54,4.21,20.14,15.13,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,8,2021,2022,6.09,4.21,11.21,6.42,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,9,2021,2022,28.66,4.21,3.57,1.46,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,10,2021,2022,9.3,4.21,9.08,4.4,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,11,2021,2022,-1.43,4.21,2.43,1.49,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,12,2021,2022,4.29,4.21,7.28,4.18,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,13,2021,2022,7.8,4.21,2.31,0.67,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,14,2021,2022,0.47,4.21,20.56,8.64,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,15,2021,2022,3.52,4.21,6.78,2.72,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,16,2021,2022,9.53,4.21,4.55,3.56,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,17,2021,2022,11.94,4.21,2.17,1.58,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,1,2022,2023,36.7,4.23,1.42,28.33,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1171,3,2022,2023,-0.03,4.23,1.9,4.34,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1171,4,2022,2023,4.14,4.23,0.43,0.16,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,5,2022,2023,4.21,4.23,0.11,0.04,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,6,2022,2023,3.68,4.23,6.21,9.54,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1171,7,2022,2023,8.16,4.23,20.73,15.83,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,8,2022,2023,4.26,4.23,11.12,6.62,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,9,2022,2023,19.2,4.23,4.06,1.51,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,10,2022,2023,8.33,4.23,9.37,4.43,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,11,2022,2023,-10.88,4.23,2.06,1.28,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,12,2022,2023,3.16,4.23,7.15,4.16,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,13,2022,2023,-0.82,4.23,2.18,0.63,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,14,2022,2023,2.55,4.23,20.07,8.44,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,15,2022,2023,2.37,4.23,6.61,2.66,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,16,2022,2023,1.24,4.23,4.39,3.4,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,17,2022,2023,7.04,4.23,2.21,1.6,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,1,2023,2024,12.21,4.66,1.5,27.39,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1171,3,2023,2024,7.88,4.66,1.93,4.27,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1171,4,2023,2024,3.64,4.66,0.42,0.16,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,5,2023,2024,4.58,4.66,0.11,0.04,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,6,2023,2024,7.07,4.66,6.27,9.52,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1171,7,2023,2024,2.59,4.66,20.05,15.51,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,8,2023,2024,17.02,4.66,12.27,7.38,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,9,2023,2024,5.74,4.66,4.04,1.48,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,10,2023,2024,4.94,4.66,9.26,4.31,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,11,2023,2024,17.06,4.66,2.28,1.49,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,12,2023,2024,4.44,4.66,7.04,4.11,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,13,2023,2024,5.78,4.66,2.17,0.63,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,14,2023,2024,4.35,4.66,19.74,8.67,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,15,2023,2024,4.89,4.66,6.53,2.65,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,16,2023,2024,1.18,4.66,4.19,3.33,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,17,2023,2024,5.7,4.66,2.2,1.59,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,1,2024,2025,0.51,2.97,1.44,27.56,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1171,3,2024,2025,5.7,2.97,1.95,4.33,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1171,4,2024,2025,-4.41,2.97,0.38,0.15,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,5,2024,2025,1.7,2.97,0.1,0.04,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,6,2024,2025,2.86,2.97,6.15,9.01,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1171,7,2024,2025,3.51,2.97,19.82,15.74,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,8,2024,2025,8.93,2.97,12.76,7.6,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,9,2024,2025,4.54,2.97,4.03,1.51,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,10,2024,2025,3.38,2.97,9.14,4.27,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,11,2024,2025,4.9,2.97,2.28,1.5,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,12,2024,2025,5.09,2.97,7.06,4.17,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,13,2024,2025,0.37,2.97,2.08,0.61,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1171,14,2024,2025,5.47,2.97,19.88,8.64,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,15,2024,2025,6.26,2.97,6.63,2.67,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,16,2024,2025,3.91,2.97,4.15,3.3,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1171,17,2024,2025,1.27,2.97,2.13,1.58,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,1,2021,2022,1.37,4.21,8.22,27.67,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1174,2,2021,2022,-0.6,4.21,0.4,7.7,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1174,3,2021,2022,3.01,4.21,7.93,4.59,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,4,2021,2022,5.64,4.21,0.12,0.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1174,5,2021,2022,8.85,4.21,0.05,0.04,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,6,2021,2022,0.78,4.21,9.8,9.59,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,7,2021,2022,4.41,4.21,28.36,15.13,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,8,2021,2022,5.87,4.21,7.94,6.42,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,9,2021,2022,31.28,4.21,3.42,1.46,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,10,2021,2022,9.46,4.21,7.31,4.4,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,11,2021,2022,-5.82,4.21,2.42,1.49,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,12,2021,2022,4.49,4.21,4.35,4.18,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,13,2021,2022,8.5,4.21,0.94,0.67,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,14,2021,2022,-0.03,4.21,7.45,8.64,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1174,15,2021,2022,2.59,4.21,2.03,2.72,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1174,16,2021,2022,9.55,4.21,6.41,3.56,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,17,2021,2022,13.04,4.21,2.84,1.58,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,1,2022,2023,6.33,4.23,8.39,28.33,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1174,2,2022,2023,-0.6,4.23,0.38,7.03,"Kuadran IV","Sektor Relatif Tertinggal"
kabupaten,11,1174,3,2022,2023,0.37,4.23,7.63,4.34,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,4,2022,2023,4.93,4.23,0.12,0.16,"Kuadran III","Sektor Berkembang Cepat / Potensial"
kabupaten,11,1174,5,2022,2023,4.78,4.23,0.05,0.04,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,6,2022,2023,2.21,4.23,9.61,9.54,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,7,2022,2023,8.24,4.23,29.46,15.83,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,8,2022,2023,6.2,4.23,8.09,6.62,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,9,2022,2023,7.81,4.23,3.54,1.51,"Kuadran I","Sektor Maju dan Tumbuh Pesat"
kabupaten,11,1174,10,2022,2023,3.79,4.23,7.28,4.43,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,11,2022,2023,-8.9,4.23,2.11,1.28,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,12,2022,2023,2.77,4.23,4.29,4.16,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,13,2022,2023,-1.28,4.23,0.89,0.63,"Kuadran II","Sektor Maju tapi Tertekan"
kabupaten,11,1174,14,2022,2023,1.32,4.23,7.25,8.44,"Kuadran IV","Sektor Relatif Tertinggal"
