ID,Kode Kategori,Kode Kelompok,Uraian Kelompok,Kode Subkelompok,Uraian Subkelompok,HS Code,Uraian Barang
1255,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk serpih",1516.20.34,Dnri buah kelapa sawit
1256,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk serpih",1516.20.35,Dari kernel sawit
1257,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk serpih",1516.20.39,Lain-lain
1258,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk lain",1516.20.41,Dari biji jarak (Opal wa.-..:)
1259,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk lain",1516.20.42,Dari kelapa
1260,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk lain",1516.20.43,Dari kacang tanah
1261,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk lain",1516.20.44,Dari biji rami
1262,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk lain",1516.20.45,Dari biji zaitun
1263,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk lain",1516.20.46,Dari buah kelapa sawit
1264,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk lain",1516.20.47,Dari kernel sawit
1265,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk lain",1516.20.48,Dari kacang kedelni
1266,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dihidrogenasi, dalam bentuk lain",1516.20.49,Lain-lain
1267,15,15.16,"Lemak dan minyak hewani, nabati",,- Diinter-esterifikasi,1516.20.51,Dari biji rami
1268,15,15.16,"Lemak dan minyak hewani, nabati",,- Diinter-esterifikasi,1516.20.52,Dari biji zaitun
1269,15,15.16,"Lemak dan minyak hewani, nabati",,- Diinter-esterifikasi,1516.20.53,Dari kacang kedelai
1270,15,15.16,"Lemak dan minyak hewani, nabati",,- Diinter-esterifikasi,1516.20.54,"Dari kacang tanah, kelapa sawit"
1271,15,15.16,"Lemak dan minyak hewani, nabati",,- Diinter-esterifikasi,1516.20.59,Lain-lain
1272,15,15.16,"Lemak dan minyak hewani, nabati",,- Diinter-esterifikasi,1516.20.61,Mentah
1273,15,15.16,"Lemak dan minyak hewani, nabati",,- Diinter-esterifikasi,1516.20.62,"Dimumikan, dijemihkan dan"
1274,15,15.16,"Lemak dan minyak hewani, nabati",,- Diinter-esterifikasi,1516.20.69,Lain-lain
1277,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dielnidinisasi, lainnya",1516.20.93,Dari buah zaitun
1278,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dielnidinisasi, lainnya",1516.20.94,Dari kacang kedelai
1279,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dielnidinisasi, lainnya",1516.20.96,Stearin kernel kelapa sawit yang
1280,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dielnidinisasi, lainnya",1516.20.98,"Dari kacang tanah, kelapa s.1.wit"
1281,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dielnidinisasi, lainnya",1516.20.99,Lain-lain
1282,15,15.16,"Lemak dan minyak hewani, nabati",,"-Dielnidinisasi, lainnya",1516.30.00,Lemak clan minyak mikroba clan
1284,15,15.17,Margarin; campuran atau olahan yang,1517.10,"Margarin, tidak termasuk margarin",1517.10.90,Lain-lain
1285,15,15.17,Margarin; campuran atau olahan yang,1517.90,Lain-lain,1517.90.10,Ghee imitasi
1286,15,15.17,Margarin; campuran atau olahan yang,1517.90,Lain-lain,1517.90.20,Margarin cair
1287,15,15.17,Margarin; campuran atau olahan yang,1517.90,Lain-lain,1517.90.30,Dari jenis yang digunakan sebagai
1288,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.43,Shortening
1289,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.44,Lard imitasi
1290,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.50,Campuran atau olahan padat lainnya
1291,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.61,Di mana minyak kacang tanah
1292,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.62,Di mana minyak kelapa sawit
1293,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.63,Di mana minyak kelapa sawit
1294,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.64,Di mana minyak kclapa sawit
1295,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.65,Di mana minyak kernel kelapa
1296,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.66,Di mana olein kernel kelapa sawit
1297,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.67,Di mana minyak kacang kedelai
1298,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.68,Di mana minyak tengkawang
1299,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.69,Lain-lain
1300,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.80,Campuran atau olnhan dari lemak
1301,15,15.17,Margarin; campuran atau olahan yang,,- Lard imitasi; shortening,1517.90.90,Lain-lain
1302,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.12,Lemak dan minyak hewani
1303,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.14,"Minyak kacang tanah, kacang"
1304,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.15,Minyak biji rami clan fraksinya
1305,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.16,Minyak zaitun dan fraksinya
1306,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.19,Lain-lain
1307,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.20,Campuran atau olahan yang tidak
1308,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.32,"Dari minyak kelapa sawit atau olein inti kelapa sawit, yang dinetralkan, dijernihkan, dan dihilangkan baunya (NBD), atau dimurnikan, dijernihkan, dan dihilangkan baunya (RBD)."
1309,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.33,Dari biji rami
1310,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.34,Dari buah zaitun
1311,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.35,Dari kacang tanah
1312,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.36,Dari kacang kcdelai atau kclapa
1313,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.37,Dari biji kapas
1314,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.38,Dari buah kelapn snwit atau kernel
1315,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.39,Lain-lnin
1316,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.60,Olahan ntau campuran yang tidak
1317,15,15.18,"Lemak dan minyak hewani, nabatl",,,1518.00.90,Lain-lain
1318,15,15.20,"Gliserol, mentah; air gli:serol dan",,,1520.00.10,Gliserol mentah
1319,15,15.20,"Gliserol, mentah; air gli:serol dan",,,1520.00.90,Lain-lain
1320,15,15.21,Malam nabati (selain trigllserida),,,1521.10.00,Malom nabnti
1321,15,15.21,Malam nabati (selain trigllserida),1521.90,Lain-lain,1521.90.10,Malam lebah clan malam serangga
1322,15,15.21,Malam nabati (selain trigllserida),1521.90,Lain-lain,1521.90.20,Spermaceti
1323,15,15.22,Degra; residu yang diperoleh dari,,,1522.00.10,Degra
1324,15,15.22,Degra; residu yang diperoleh dari,,,1522.00.90,Lain-lain
1325,16,16.01,"Sosis dan produk semacamnya, dari",,,1601.00.10,Dalam kcmasan kedap udara untuk
1326,16,16.01,"Sosis dan produk semacamnya, dari",,,1601.00.90,Lain-lain
1327,16,16.02,"Daging, sisa daging, darah atau",1602.10,Olahan homogen,1602.10.10,"Mengandung babi, dalam kemasan"
1328,16,16.02,"Daging, sisa daging, darah atau",1602.10,Olahan homogen,1602.10.90,Lain-lain
1329,16,16.02,"Daging, sisa daging, darah atau",1602.10,Olahan homogen,1602.20.00,Dari hati binatang
1330,16,16.02,"Daging, sisa daging, darah atau",1602.31,Dari kalkun,1602.31.10,Dalam kemasan kedap udara untuk
1331,16,16.02,"Daging, sisa daging, darah atau",,-,1602.31.91,Daging yang dihilangkan
1332,16,16.02,"Daging, sisa daging, darah atau",,-,1602.31.99,Lain-lain
1333,16,16.02,"Daging, sisa daging, darah atau",1602.32,Unggas dari spesies Gallus,1602.32.10,"Kari ayam, dalam kemasan kedap"
1334,16,16.02,"Daging, sisa daging, darah atau",1602.32,Unggas dari spesies Gallus,1602.32.90,Lain-lain
1335,16,16.02,"Daging, sisa daging, darah atau",1602.32,Unggas dari spesies Gallus,1602.39.00,Lain-lain
1336,16,16.02,"Daging, sisa daging, darah atau",1602.41,Paha dan potongannya,1602.41.10,Dalam kemasan kedap udara untuk
1337,16,16.02,"Daging, sisa daging, darah atau",1602.41,Paha dan potongannya,1602.41.90,Lain-lain
1338,16,16.02,"Daging, sisa daging, darah atau",1602.42,Bnhu dan potongannya,1602.42.10,Dalam kemasan kedap udara untuk
1339,16,16.02,"Daging, sisa daging, darah atau",1602.42,Bnhu dan potongannya,1602.42.90,Lain-lain
1340,16,16.02,"Daging, sisa daging, darah atau",,-,1602.49.11,Dalam kemasan kedap udara
1341,16,16.02,"Daging, sisa daging, darah atau",,-,1602.49.19,Lain-lain
1342,16,16.02,"Daging, sisa daging, darah atau",,-,1602.49.91,Dalam kemasan kedap udara
1343,16,16.02,"Daging, sisa daging, darah atau",,-,1602.49.99,Lain-lain
1344,16,16.02,"Daging, sisa daging, darah atau",1602.50,Dnri binntangjcnis Icmbu,1602.50.10,Dalnm kemasan kedap udara untuk
1345,16,16.02,"Daging, sisa daging, darah atau",1602.50,Dnri binntangjcnis Icmbu,1602.50.90,Lain-lnin
1346,16,16.02,"Daging, sisa daging, darah atau",1602.90,"Lain-lain, termasuk olahan dari darah",1602.90.10,"Kari daging domba, dalam kcmasnn"
1347,16,16.02,"Daging, sisa daging, darah atau",1602.90,"Lain-lain, termasuk olahan dari darah",1602.90.20,Olahan dari darah
1348,16,16.02,"Daging, sisa daging, darah atau",1602.90,"Lain-lain, termasuk olahan dari darah",1602.90.90,Lain-lain
1349,16,16.03,"Ekstrak dan jus dari daging, ikan atau",,,1603.00.10,Dari daging
1350,16,16.03,"Ekstrak dan jus dari daging, ikan atau",,,1603.00.90,Lain-lain
1351,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.11,Salmon,1604.11.10,Dalam kemasan kedap udara untuk
1352,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.11,Salmon,1604.11.90,Lain-lain
1353,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.12,Herring,1604.12.10,Dalam kemasan kedap udara untuk
1354,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.12,Herring,1604.12.90,Lain-lain
1355,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.13.11,Dalam kemasan kedap udara
1356,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.13.19,Lain-lain
1357,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.13.91,Dalam kemasan kedap udara
1358,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.13.99,Lain-lain
1359,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.14.11,Tuna
1360,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.14.19,Lain-lain
1361,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.14.91,Tuna setengah masak
1362,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.14.99,Lain-lain
1363,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.15,Makarel,1604.15.10,Dalam kemasan kedep udare untuk
1364,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.15,Makarel,1604.15.90,Lain-lain
1365,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.16,Teri,1604.16.10,Dalam kemasan kedap udare untuk
1366,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.16,Teri,1604.16.90,La.in-lain
1367,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.17,Sidat,1604.17.10,Dalam kemasnn kedep udare untuk
1368,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.17,Sidat,1604.17.90,Lain-lain
1369,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.18,Sirip hiu,1604.18.10,Siap untuk dikonsumsi langsung
1370,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.18.91,Dalnm kemasan kedap udara
1371,16,16.04,Ikan diolah atau diawetkan; kavilll',,-,1604.18.99,Lain-lain
1372,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.19,Lain-lain,1604.19.20,"Makarel kuda, dalam kemasan"
1373,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.19,Lain-lain,1604.19.30,"Lain-lnin, dalam kemasan kedap"
1374,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.19,Lain-lain,1604.19.90,Lain-lain
1375,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.20,Ikan dioluh atau dinwetken lainnya,1604.20.20,Sosis ikan
1376,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.20,Ikan dioluh atau dinwetken lainnya,1604.20.30,Bakso ikan
1377,16,16.04,Ikan diolah atau diawetkan; kavilll',1604.20,Ikan dioluh atau dinwetken lainnya,1604.20.40,Pasta ikan
1378,16,16.04,Ikan diolah atau diawetkan; kavilll',,Lain-lain,1604.20.91,Dalam kemasan kcdap udara untuk
1379,16,16.04,Ikan diolah atau diawetkan; kavilll',,Lain-lain,1604.20.99,Lain-Iain
1380,16,16.04,Ikan diolah atau diawetkan; kavilll',,Kaviar clan pengganti kaviar,1604.31.00,Kaviar
1381,16,16.04,Ikan diolah atau diawetkan; kavilll',,Kaviar clan pengganti kaviar,1604.32.00,Pcngganti kaviar
1382,16,16.05,"Krustasea, moluska dan invertebrata",,-Dalam kemasan kedap udara untuk,1605.10.11,Swimming crab (kepiting dari
1383,16,16.05,"Krustasea, moluska dan invertebrata",,-Dalam kemasan kedap udara untuk,1605.10.12,King crab (kcpiting dari keluarga
1384,16,16.05,"Krustasea, moluska dan invertebrata",,-Dalam kemasan kedap udara untuk,1605.10.13,Snow crab {kepiting dari keluarga
1385,16,16.05,"Krustasea, moluska dan invertebrata",,-Dalam kemasan kedap udara untuk,1605.10.14,Lain-lain
1386,16,16.05,"Krustasea, moluska dan invertebrata",,-Dalam kemasan kedap udara untuk,1605.10.90,Lain-lain
1387,16,16.05,"Krustasea, moluska dan invertebrata",,Udang dan udang bcsar,1605.21.00,Tidak dalam kemasan kcdap udara
1388,16,16.05,"Krustasea, moluska dan invertebrata",1605.29,Lain-lain,1605.29.20,Bakso udang
1389,16,16.05,"Krustasea, moluska dan invertebrata",1605.29,Lain-lain,1605.29.30,Udang diberi tepung
1390,16,16.05,"Krustasea, moluska dan invertebrata",1605.29,Lain-lain,1605.29.90,Lain-lain
1391,16,16.05,"Krustasea, moluska dan invertebrata",1605.29,Lain-lain,1605.30.00,Lobster
1392,16,16.05,"Krustasea, moluska dan invertebrata",1605.29,Lain-lain,1605.40.00,Krustasea lainnya
1393,16,16.05,"Krustasea, moluska dan invertebrata",1605.29,Lain-lain,1605.51.00,Tiram
1394,16,16.05,"Krustasea, moluska dan invertebrata",1605.29,Lain-lain,1605.52.00,"Kerang kipas, termasuk kerang ratu"
1395,16,16.05,"Krustasea, moluska dan invertebrata",1605.29,Lain-lain,1605.53.00,Remis
1396,16,16.05,"Krustasea, moluska dan invertebrata",1605.54,Sotong dan cumi-cumi,1605.54.10,Dalam kemasan kedap udara untuk
1397,16,16.05,"Krustasea, moluska dan invertebrata",1605.54,Sotong dan cumi-cumi,1605.54.90,Lain-lain
1398,16,16.05,"Krustasea, moluska dan invertebrata",1605.54,Sotong dan cumi-cumi,1605.55.00,Gurita
1399,16,16.05,"Krustasea, moluska dan invertebrata",1605.54,Sotong dan cumi-cumi,1605.56.00,"Kerang, tiram clan arkshells"
1400,16,16.05,"Krustasea, moluska dan invertebrata",1605.57,Abalon,1605.57.10,Dalam kemasan kedap udara untuk
1401,16,16.05,"Krustasea, moluska dan invertebrata",1605.57,Abalon,1605.57.90,Lain-lain
1402,16,16.05,"Krustasea, moluska dan invertebrata",1605.57,Abalon,1605.58.00,"Siput, selain siput laut"
1403,16,16.05,"Krustasea, moluska dan invertebrata",1605.57,Abalon,1605.59.00,Lain-lain
1404,16,16.05,"Krustasea, moluska dan invertebrata",,Invertebrata air lainnya,1605.61.00,Teripang
1405,16,16.05,"Krustasea, moluska dan invertebrata",,Invertebrata air lainnya,1605.62.00,Bulu babi
1406,16,16.05,"Krustasea, moluska dan invertebrata",,Invertebrata air lainnya,1605.63.00,Ubur-ubur
1407,16,16.05,"Krustasea, moluska dan invertebrata",,Invertebrata air lainnya,1605.69.00,Lain-lain
1408,17,17.01,Gula tebu atau gula bit dan sukrosa,,,1701.12.00,Guin bit
1409,17,17.01,Gula tebu atau gula bit dan sukrosa,,,1701.13.00,Guin tebu yang dirinci pada Catatan
1410,17,17.01,Gula tebu atau gula bit dan sukrosa,,,1701.14.00,Gula tebu Iainnya
1411,17,17.01,Gula tebu atau gula bit dan sukrosa,,Lain-lain,1701.91.00,Mengandung tambahan bahnn
1412,17,17.01,Gula tebu atau gula bit dan sukrosa,1701.99,Lain-lain,1701.99.10,Gula dimurnikan
1413,17,17.01,Gula tebu atau gula bit dan sukrosa,1701.99,Lain-lain,1701.99.90,Lain-lnin
1414,17,17.02,"Gula lainnya, termasuk laktosa",,Laktosa clan sirop laktosa,1702.11.00,Mengandung laktosn 99 % atau lcbih
1415,17,17.02,"Gula lainnya, termasuk laktosa",,Laktosa clan sirop laktosa,1702.19.00,Lain-lnin
1416,17,17.02,"Gula lainnya, termasuk laktosa",,Laktosa clan sirop laktosa,1702.20.00,Gula maple clan sirop maple
1417,17,17.02,"Gula lainnya, termasuk laktosa",1702.30,"Glukosa clan sirop glukosa, tidak",1702.30.10,Glukosa
1418,17,17.02,"Gula lainnya, termasuk laktosa",1702.30,"Glukosa clan sirop glukosa, tidak",1702.30.20,Sirop glukosa
1419,17,17.02,"Gula lainnya, termasuk laktosa",1702.30,"Glukosa clan sirop glukosa, tidak",1702.40.00,"Glukosa dan sirop glukosa, dalam"
1420,17,17.02,"Gula lainnya, termasuk laktosa",1702.30,"Glukosa clan sirop glukosa, tidak",1702.50.00,Fruktosn murni kimiawi
1421,17,17.02,"Gula lainnya, termasuk laktosa",1702.60,"Fruktosa dan sirop fruktosa lainnya,",1702.60.10,Fruktosa
1422,17,17.02,"Gula lainnya, termasuk laktosa",1702.60,"Fruktosa dan sirop fruktosa lainnya,",1702.60.20,Sirop fruktosa
1423,17,17.02,"Gula lainnya, termasuk laktosa",,- Maltosa clan sirop maltosa,1702.90.11,Maltos.1. murni kimiawi
1424,17,17.02,"Gula lainnya, termasuk laktosa",,- Maltosa clan sirop maltosa,1702.90.19,Lain-lain
1425,17,17.02,"Gula lainnya, termasuk laktosa",,- Maltosa clan sirop maltosa,1702.90.20,"Madu artifisial, dicampur dengan"
1426,17,17.02,"Gula lainnya, termasuk laktosa",,- Maltosa clan sirop maltosa,1702.90.30,Gula diberi bahan perasa atau
1427,17,17.02,"Gula lainnya, termasuk laktosa",,- Maltosa clan sirop maltosa,1702.90.40,Kararncl
1428,17,17.02,"Gula lainnya, termasuk laktosa",,-Gula pnlem,1702.90.51,Gula nira kclapa
1429,17,17.02,"Gula lainnya, termasuk laktosa",,-Gula pnlem,1702.90.59,Lain-lain
1430,17,17.02,"Gula lainnya, termasuk laktosa",,- Lain-lain,1702.90.91,Sirop gula
1431,17,17.02,"Gula lainnya, termasuk laktosa",,- Lain-lain,1702.90.99,Lain-lain
1432,17,17.03,Tetes hasil dari ekstraksi atau,1703.10,Tetes tebu,1703.10.10,Mengandung bahan pemberi rasa
1433,17,17.03,Tetes hasil dari ekstraksi atau,1703.10,Tetes tebu,1703.10.90,Lain-lain
1434,17,17.03,Tetes hasil dari ekstraksi atau,1703.90,Lain-lain,1703.90.10,Mengandung bahan pemberi rasa
1435,17,17.03,Tetes hasil dari ekstraksi atau,1703.90,Lain-lain,1703.90.90,Lain-lain
1436,17,17.04,Kembang gula (termasuk coklat,,,1704.10.00,"Permen karet, dilapisi gula maupun"
1437,17,17.04,Kembang gula (termasuk coklat,1704.90,Lain-lain,1704.90.10,Pastiles dan drop mengandung obat
1438,17,17.04,Kembang gula (termasuk coklat,1704.90,Lain-lain,1704.90.20,Coklat putih
1439,17,17.04,Kembang gula (termasuk coklat,,- Lain-lain,1704.90.91,"Lunak, mengandung gelatin"
1440,17,17.04,Kembang gula (termasuk coklat,,- Lain-lain,1704.90.99,Lain-lain
1441,18,18.01,"Biji kakao, utuh atau pecah, mentah",,,1801.00.10,Difermentasi
1442,18,18.01,"Biji kakao, utuh atau pecah, mentah",,,1801.00.90,Lain-lain
1443,18,18.01,"Biji kakao, utuh atau pecah, mentah",,,1802.00.00,"Kulit, sekam, selaput dan sisa kakao Cocoa shells, husks, skins and other"
1444,18,18.03,"Pasta kakao, dihilangkan lemaknya",,,1803.10.00,Tidak dihilangkan lemaknya
1445,18,18.03,"Pasta kakao, dihilangkan lemaknya",,,1803.20.00,Dihilangkan Iemaknya sebagian atau
1446,18,18.03,"Pasta kakao, dihilangkan lemaknya",,,1804.00.00,"Mentega, lemak dan minyak kakao. Cocoa butter, fat and oil."
1447,18,18.03,"Pasta kakao, dihilangkan lemaknya",,,1805.00.00,"Bubuk kakao, tidak mengandung Cocoa powder, not containing added"
1448,18,18.06,Coklat dan olahan makanan lainnya,,,1806.10.00,"Bubuk kakao, mengandung tambahnn"
1449,18,18.06,Coklat dan olahan makanan lainnya,1806.20,"Olahan Iainnya dalam bentuk balok,",1806.20.10,Kembang gula coklat berbentuk
1450,18,18.06,Coklat dan olahan makanan lainnya,1806.20,"Olahan Iainnya dalam bentuk balok,",1806.20.90,Lain-lnin
1451,18,18.06,Coklat dan olahan makanan lainnya,,"Lain-lain, dalam bcntuk balok,",1806.31.00,Diisi
1452,18,18.06,Coklat dan olahan makanan lainnya,,"Lain-lain, dalam bcntuk balok,",1806.32.00,Tidak diisi
1453,18,18.06,Coklat dan olahan makanan lainnya,1806.90,Lain-lain,1806.90.10,Kembang gula coklat bcntuk tablet
1454,18,18.06,Coklat dan olahan makanan lainnya,1806.90,Lain-lain,1806.90.30,"Olahan makanan dari tepung, tepung"
1455,18,18.06,Coklat dan olahan makanan lainnya,1806.90,Lain-lain,1806.90.40,Olahan makanan dari pos 04.01
1456,18,18.06,Coklat dan olahan makanan lainnya,1806.90,Lain-lain,1806.90.90,Lain-lain
1457,19,19.01,Ekstrak malt; olahan makanan dad,1901.10,Olahen yang cocok untuk bayi atau,1901.10.10,Dari ekstrak malt
1458,19,19.01,Ekstrak malt; olahan makanan dad,1901.10,Olahen yang cocok untuk bayi atau,1901.10.20,Dari bnrang deri pas 04.01 sampai
1459,19,19.01,Ekstrak malt; olahan makanan dad,1901.10,Olahen yang cocok untuk bayi atau,1901.10.30,Dari bubuk kacang kedelai
1460,19,19.01,Ekstrak malt; olahan makanan dad,,Lain-lain,1901.10.91,Makanan medis
1461,19,19.01,Ekstrak malt; olahan makanan dad,,Lain-lain,1901.10.92,"Lain-lnin, untuk anek-anak usia"
1462,19,19.01,Ekstrak malt; olahan makanan dad,,Lain-lain,1901.10.99,Lain-lain
1463,19,19.01,Ekstrak malt; olahan makanan dad,1901.20,Cnmpuran dan adonan untuk,1901.20.10,"Dari tepung, menir, tepung kasar,"
1464,19,19.01,Ekstrak malt; olahan makanan dad,1901.20,Cnmpuran dan adonan untuk,1901.20.20,"Dari tepung, menir, tepung kasar,"
1468,19,19.01,Ekstrak malt; olahan makanan dad,1901.90,Lain-lain,1901.90.19,Lain-lain
1469,19,19.01,Ekstrak malt; olahan makanan dad,1901.90,Lain-lain,1901.90.20,Ekstrak malt
1470,19,19.01,Ekstrak malt; olahan makanan dad,1901.90,Lain-lain,1901.90.31,Filled milk
1471,19,19.01,Ekstrak malt; olahan makanan dad,1901.90,Lain-lain,1901.90.32,"Lain-lain, mcngandung bubuk"
1472,19,19.01,Ekstrak malt; olahan makanan dad,1901.90,Lain-lain,1901.90.39,Lain-lain
1473,19,19.01,Ekstrak malt; olahan makanan dad,,-Olahan lainnya berbnhan dasar,1901.90.41,Dalam bentuk bubuk
1474,19,19.01,Ekstrak malt; olahan makanan dad,,-Olahan lainnya berbnhan dasar,1901.90.49,Dalam bentuk lain
1475,19,19.01,Ekstrak malt; olahan makanan dad,,- Lain-lain,1901.90.91,Makanan medis
1476,19,19.01,Ekstrak malt; olahan makanan dad,,- Lain-lain,1901.90.99,Lain-Iain
1477,19,19.02,"Pasta, dimasak atau dlisi maupun",,,1902.11.00,Mengandung telur
1478,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.19,Lain-lain,1902.19.20,Rice vermicelli (termasuk bihun)
1479,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.19,Lain-lain,1902.19.30,Soun
1480,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.19,Lain-lain,1902.19.40,Mie lainnya
1481,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.19,Lain-lain,1902.19.90,Lain-lain
1482,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.20,"Pasta diisi, ditnasnk atau diolah secara",1902.20.10,Diisi dengan daging atau sisa daging
1483,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.20,"Pasta diisi, ditnasnk atau diolah secara",1902.20.30,"Diisi dengnn ikan, krustasca atau"
1484,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.20,"Pasta diisi, ditnasnk atau diolah secara",1902.20.90,Lain-lain
1485,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.30,Pasta lainnya,1902.30.20,Rice vermicelli (termasuk bihun)
1486,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.30,Pasta lainnya,1902.30.30,Soun
1487,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.30,Pasta lainnya,1902.30.40,Mie instnn lninnyn
1488,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.30,Pasta lainnya,1902.30.90,Lain-lain
1489,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.30,Pasta lainnya,1902.40.00,Couscous
1490,19,19.02,"Pasta, dimasak atau dlisi maupun",1902.30,Pasta lainnya,1903.00.00,Tapioka dan penggantinya diolah dari Tapioca and substitutes therefor
1491,19,19.04,Makanan olahan diperoleh dengan,1904.10,Makanan olahan diperoleh dengan,1904.10.10,Mengandung kakao
1492,19,19.04,Makanan olahan diperoleh dengan,1904.10,Makanan olahan diperoleh dengan,1904.10.90,Lain-lain
1493,19,19.04,Makanan olahan diperoleh dengan,1904.20,Makanan olahan yang diperoleh dari,1904.20.10,Makanan olahan yang diambil dari
1494,19,19.04,Makanan olahan diperoleh dengan,1904.20,Makanan olahan yang diperoleh dari,1904.20.90,Lain-lain
1495,19,19.04,Makanan olahan diperoleh dengan,1904.20,Makanan olahan yang diperoleh dari,1904.30.00,Gandum bulgur
1496,19,19.04,Makanan olahan diperoleh dengan,1904.90,Lain-lain,1904.90.10,"Olahan nasi, termasuk nasi bclum"
