tingkat_wilayah,provinsi_id,kabupaten_id,sektor_id,tahun,nilai_lq,kategori_lq,shift_share_net,klasifikasi_sektor
kabupaten,12,1220,2,2022,0.2396,"Non Basis",347848266.18,"Potensial / Cepat Berkembang"
kabupaten,12,1220,3,2022,0.9788,"Non Basis",13421712886,"Potensial / Cepat Berkembang"
kabupaten,12,1220,4,2022,1.6953,Basis,-192583658.67,"Maju tapi Tertekan"
kabupaten,12,1220,5,2022,0.4249,"Non Basis",-101908964.82,"Relatif Tertinggal"
kabupaten,12,1220,6,2022,1.0703,Basis,-28400915868.98,"Maju tapi Tertekan"
kabupaten,12,1220,7,2022,0.5551,"Non Basis",-18258183152.67,"Relatif Tertinggal"
kabupaten,12,1220,8,2022,0.4296,"Non Basis",-19299570001.61,"Relatif Tertinggal"
kabupaten,12,1220,9,2022,0.3762,"Non Basis",-3029479761.06,"Relatif Tertinggal"
kabupaten,12,1220,10,2022,0.2161,"Non Basis",-1887076783.36,"Relatif Tertinggal"
kabupaten,12,1220,11,2022,0.2436,"Non Basis",-1745640475.62,"Relatif Tertinggal"
kabupaten,12,1220,12,2022,0.878,"Non Basis",-2474276896.55,"Relatif Tertinggal"
kabupaten,12,1220,13,2022,0.0537,"Non Basis",-137212455.69,"Relatif Tertinggal"
kabupaten,12,1220,14,2022,1.0691,Basis,2324749526.26,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,15,2022,0.3516,"Non Basis",-2923048840.24,"Relatif Tertinggal"
kabupaten,12,1220,16,2022,0.4818,"Non Basis",-1476485836.83,"Relatif Tertinggal"
kabupaten,12,1220,17,2022,0.0556,"Non Basis",-182429269.61,"Relatif Tertinggal"
kabupaten,12,1220,1,2023,1.8266,Basis,69999591126.99,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,2,2023,0.2367,"Non Basis",-357559108.85,"Relatif Tertinggal"
kabupaten,12,1220,3,2023,0.9828,"Non Basis",5145808077.52,"Potensial / Cepat Berkembang"
kabupaten,12,1220,4,2023,1.7095,Basis,166824893.88,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,5,2023,0.4265,"Non Basis",11349788.43,"Potensial / Cepat Berkembang"
kabupaten,12,1220,6,2023,1.0764,Basis,6143250675.03,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,7,2023,0.5559,"Non Basis",401943438.99,"Potensial / Cepat Berkembang"
kabupaten,12,1220,8,2023,0.4028,"Non Basis",-11755662280.54,"Relatif Tertinggal"
kabupaten,12,1220,9,2023,0.3734,"Non Basis",-697140749.87,"Relatif Tertinggal"
kabupaten,12,1220,10,2023,0.2127,"Non Basis",-1130556656.14,"Relatif Tertinggal"
kabupaten,12,1220,11,2023,0.2362,"Non Basis",-2084928257.26,"Relatif Tertinggal"
kabupaten,12,1220,12,2023,0.8845,"Non Basis",2311200405.44,"Potensial / Cepat Berkembang"
kabupaten,12,1220,13,2023,0.0542,"Non Basis",43446370.24,"Potensial / Cepat Berkembang"
kabupaten,12,1220,14,2023,1.0763,Basis,1815546356.83,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,15,2023,0.3475,"Non Basis",-892144169.57,"Relatif Tertinggal"
kabupaten,12,1220,16,2023,0.4803,"Non Basis",-166448945.49,"Relatif Tertinggal"
kabupaten,12,1220,17,2023,0.0544,"Non Basis",-65377194.36,"Relatif Tertinggal"
kabupaten,12,1220,1,2024,1.8407,Basis,33404208124.27,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,2,2024,0.2336,"Non Basis",-394530712.19,"Relatif Tertinggal"
kabupaten,12,1220,3,2024,0.9837,"Non Basis",931945219.74,"Potensial / Cepat Berkembang"
kabupaten,12,1220,4,2024,1.7441,Basis,458852218.38,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,5,2024,0.4236,"Non Basis",-29062698.13,"Relatif Tertinggal"
kabupaten,12,1220,6,2024,1.0614,Basis,-19137955543.05,"Maju tapi Tertekan"
kabupaten,12,1220,7,2024,0.5722,"Non Basis",29230685405.36,"Potensial / Cepat Berkembang"
kabupaten,12,1220,8,2024,0.3979,"Non Basis",-2280753842.71,"Relatif Tertinggal"
kabupaten,12,1220,9,2024,0.3702,"Non Basis",-816474925.95,"Relatif Tertinggal"
kabupaten,12,1220,10,2024,0.2131,"Non Basis",93634034.87,"Potensial / Cepat Berkembang"
kabupaten,12,1220,11,2024,0.2288,"Non Basis",-2120880084.77,"Relatif Tertinggal"
kabupaten,12,1220,12,2024,0.8699,"Non Basis",-6291203448.47,"Relatif Tertinggal"
kabupaten,12,1220,13,2024,0.0538,"Non Basis",-37165769.14,"Relatif Tertinggal"
kabupaten,12,1220,14,2024,1.0781,Basis,410247401.02,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,15,2024,0.346,"Non Basis",-338984074.63,"Relatif Tertinggal"
kabupaten,12,1220,16,2024,0.4892,"Non Basis",815486373.45,"Potensial / Cepat Berkembang"
kabupaten,12,1220,17,2024,0.0535,"Non Basis",-51127520.03,"Relatif Tertinggal"
kabupaten,12,1220,1,2025,1.8118,Basis,-15128122363.05,"Maju tapi Tertekan"
kabupaten,12,1220,2,2025,0.2264,"Non Basis",-533532861.09,"Relatif Tertinggal"
kabupaten,12,1220,3,2025,0.9768,"Non Basis",9711466781.3,"Potensial / Cepat Berkembang"
kabupaten,12,1220,4,2025,1.7384,Basis,230873610.66,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,5,2025,0.4119,"Non Basis",-63339905.43,"Relatif Tertinggal"
kabupaten,12,1220,6,2025,1.0528,Basis,6027792798.22,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,7,2025,0.5757,"Non Basis",20715186951.49,"Potensial / Cepat Berkembang"
kabupaten,12,1220,8,2025,0.5497,"Non Basis",55944690966.53,"Potensial / Cepat Berkembang"
kabupaten,12,1220,9,2025,0.3772,"Non Basis",3038581556.68,"Potensial / Cepat Berkembang"
kabupaten,12,1220,10,2025,0.2076,"Non Basis",-1019584870.99,"Relatif Tertinggal"
kabupaten,12,1220,11,2025,0.2262,"Non Basis",85538021.85,"Potensial / Cepat Berkembang"
kabupaten,12,1220,12,2025,0.8258,"Non Basis",-15300969040.52,"Relatif Tertinggal"
kabupaten,12,1220,13,2025,0.0503,"Non Basis",-283458674.35,"Relatif Tertinggal"
kabupaten,12,1220,14,2025,1.0865,Basis,6753643872.47,"Maju dan Tumbuh Cepat"
kabupaten,12,1220,15,2025,0.3455,"Non Basis",859740931.46,"Potensial / Cepat Berkembang"
kabupaten,12,1220,16,2025,0.4727,"Non Basis",-1057387440.33,"Relatif Tertinggal"
kabupaten,12,1220,17,2025,0.0532,"Non Basis",22507910.87,"Potensial / Cepat Berkembang"
kabupaten,12,1221,1,2022,2.0828,Basis,3892117937.15,"Maju dan Tumbuh Cepat"
kabupaten,12,1221,2,2022,0.4315,"Non Basis",2496776459.2,"Potensial / Cepat Berkembang"
kabupaten,12,1221,3,2022,0.8148,"Non Basis",21066470619.23,"Potensial / Cepat Berkembang"
kabupaten,12,1221,4,2022,1.9854,Basis,-114489682.1,"Maju tapi Tertekan"
kabupaten,12,1221,5,2022,0.015,"Non Basis",7399715.4,"Potensial / Cepat Berkembang"
kabupaten,12,1221,6,2022,1.1627,Basis,13103473023.4,"Maju dan Tumbuh Cepat"
kabupaten,12,1221,7,2022,0.3529,"Non Basis",-12041933438.16,"Relatif Tertinggal"
kabupaten,12,1221,8,2022,0.2586,"Non Basis",-7289620406.75,"Relatif Tertinggal"
kabupaten,12,1221,9,2022,0.453,"Non Basis",-2661073920.68,"Relatif Tertinggal"
kabupaten,12,1221,10,2022,0.2503,"Non Basis",-1531628390.12,"Relatif Tertinggal"
kabupaten,12,1221,11,2022,0.2623,"Non Basis",763847735.73,"Potensial / Cepat Berkembang"
kabupaten,12,1221,12,2022,0.6655,"Non Basis",-2996358753.78,"Relatif Tertinggal"
kabupaten,12,1221,13,2022,0.0525,"Non Basis",-251068752.52,"Relatif Tertinggal"
kabupaten,12,1221,14,2022,0.8599,"Non Basis",8613725534.21,"Potensial / Cepat Berkembang"
kabupaten,12,1221,15,2022,0.1865,"Non Basis",-673095594.72,"Relatif Tertinggal"
kabupaten,12,1221,16,2022,0.5392,"Non Basis",280297992.18,"Potensial / Cepat Berkembang"
kabupaten,12,1221,17,2022,0.0596,"Non Basis",-116790627.84,"Relatif Tertinggal"
kabupaten,12,1221,1,2023,2.1237,Basis,104737437291.88,"Maju dan Tumbuh Cepat"
kabupaten,12,1221,2,2023,0.4323,"Non Basis",183763487.4,"Potensial / Cepat Berkembang"
kabupaten,12,1221,3,2023,0.8129,"Non Basis",-590472122.15,"Relatif Tertinggal"
kabupaten,12,1221,4,2023,2.0499,Basis,878239384.67,"Maju dan Tumbuh Cepat"
kabupaten,12,1221,5,2023,0.0135,"Non Basis",-13756523.27,"Relatif Tertinggal"
kabupaten,12,1221,6,2023,1.1623,Basis,1968319372.85,"Maju dan Tumbuh Cepat"
kabupaten,12,1221,7,2023,0.3518,"Non Basis",-868384492.73,"Relatif Tertinggal"
kabupaten,12,1221,8,2023,0.25,"Non Basis",-3452324761.19,"Relatif Tertinggal"
kabupaten,12,1221,9,2023,0.4452,"Non Basis",-1480843020.22,"Relatif Tertinggal"
kabupaten,12,1221,10,2023,0.2495,"Non Basis",-122001845.27,"Relatif Tertinggal"
kabupaten,12,1221,11,2023,0.2616,"Non Basis",-58600679.78,"Relatif Tertinggal"
kabupaten,12,1221,12,2023,0.6776,"Non Basis",5217572748.36,"Potensial / Cepat Berkembang"
kabupaten,12,1221,13,2023,0.0517,"Non Basis",-53862443.36,"Relatif Tertinggal"
kabupaten,12,1221,14,2023,0.851,"Non Basis",-2058937406.39,"Relatif Tertinggal"
kabupaten,12,1221,15,2023,0.1845,"Non Basis",-341794738.44,"Relatif Tertinggal"
kabupaten,12,1221,16,2023,0.5374,"Non Basis",-69195132.28,"Relatif Tertinggal"
kabupaten,12,1221,17,2023,0.0579,"Non Basis",-76746021.9,"Relatif Tertinggal"
kabupaten,12,1221,1,2024,2.1501,Basis,61013220439.77,"Maju dan Tumbuh Cepat"
kabupaten,12,1221,2,2024,0.4286,"Non Basis",-475375988.15,"Relatif Tertinggal"
kabupaten,12,1221,3,2024,0.8143,"Non Basis",1428323757.32,"Potensial / Cepat Berkembang"
kabupaten,12,1221,4,2024,2.1683,Basis,1553364269.14,"Maju dan Tumbuh Cepat"
kabupaten,12,1221,5,2024,0.0142,"Non Basis",6936205.21,"Potensial / Cepat Berkembang"
kabupaten,12,1221,6,2024,1.1388,Basis,-29477468728.73,"Maju tapi Tertekan"
kabupaten,12,1221,7,2024,0.3556,"Non Basis",6414768827.43,"Potensial / Cepat Berkembang"
kabupaten,12,1221,8,2024,0.2473,"Non Basis",-1266067003.42,"Relatif Tertinggal"
kabupaten,12,1221,9,2024,0.4271,"Non Basis",-4434955164.05,"Relatif Tertinggal"
kabupaten,12,1221,10,2024,0.2466,"Non Basis",-998412380.19,"Relatif Tertinggal"
kabupaten,12,1221,11,2024,0.2664,"Non Basis",1294194482.11,"Potensial / Cepat Berkembang"
kabupaten,12,1221,12,2024,0.6843,"Non Basis",2597275977.33,"Potensial / Cepat Berkembang"
kabupaten,12,1221,13,2024,0.0531,"Non Basis",118234605.48,"Potensial / Cepat Berkembang"
kabupaten,12,1221,14,2024,0.8422,"Non Basis",-2768535628.75,"Relatif Tertinggal"
kabupaten,12,1221,15,2024,0.1866,"Non Basis",429787511.89,"Potensial / Cepat Berkembang"
kabupaten,12,1221,16,2024,0.5515,"Non Basis",1253866431.25,"Potensial / Cepat Berkembang"
kabupaten,12,1221,17,2024,0.0585,"Non Basis",31025800.41,"Potensial / Cepat Berkembang"
kabupaten,12,1221,1,2025,2.1213,Basis,-7639411417.96,"Maju tapi Tertekan"
kabupaten,12,1221,2,2025,0.4359,"Non Basis",1530389194.96,"Potensial / Cepat Berkembang"
kabupaten,12,1221,3,2025,0.812,"Non Basis",13080000745.6,"Potensial / Cepat Berkembang"
kabupaten,12,1221,4,2025,2.156,Basis,190635982.11,"Maju dan Tumbuh Cepat"
kabupaten,12,1221,5,2025,0.0143,"Non Basis",1991344.88,"Potensial / Cepat Berkembang"
kabupaten,12,1221,6,2025,1.1309,Basis,7273636996.27,"Maju dan Tumbuh Cepat"
kabupaten,12,1221,7,2025,0.3515,"Non Basis",377804270.7,"Potensial / Cepat Berkembang"
kabupaten,12,1221,8,2025,0.3462,"Non Basis",35620300477.5,"Potensial / Cepat Berkembang"
kabupaten,12,1221,9,2025,0.4332,"Non Basis",2869847826.09,"Potensial / Cepat Berkembang"
kabupaten,12,1221,10,2025,0.2421,"Non Basis",-549558307.98,"Relatif Tertinggal"
kabupaten,12,1221,11,2025,0.2704,"Non Basis",2090858819.89,"Potensial / Cepat Berkembang"
kabupaten,12,1221,12,2025,0.6615,"Non Basis",-6585544103.91,"Relatif Tertinggal"
kabupaten,12,1221,13,2025,0.0505,"Non Basis",-186746353.21,"Relatif Tertinggal"
kabupaten,12,1221,14,2025,0.8344,"Non Basis",685877830.82,"Potensial / Cepat Berkembang"
kabupaten,12,1221,15,2025,0.188,"Non Basis",792238234.21,"Potensial / Cepat Berkembang"
kabupaten,12,1221,16,2025,0.5367,"Non Basis",-815224868.19,"Relatif Tertinggal"
kabupaten,12,1221,17,2025,0.0594,"Non Basis",85448138.9,"Potensial / Cepat Berkembang"
kabupaten,12,1222,1,2022,1.3318,Basis,107212253875.99,"Maju dan Tumbuh Cepat"
kabupaten,12,1222,2,2022,0.2485,"Non Basis",157918487.39,"Potensial / Cepat Berkembang"
kabupaten,12,1222,3,2022,2.242,Basis,102970381932.64,"Maju dan Tumbuh Cepat"
kabupaten,12,1222,4,2022,0.4526,"Non Basis",130525655.33,"Potensial / Cepat Berkembang"
kabupaten,12,1222,5,2022,0.185,"Non Basis",-61042203.29,"Relatif Tertinggal"
kabupaten,12,1222,6,2022,0.5005,"Non Basis",17016355799.2,"Potensial / Cepat Berkembang"
kabupaten,12,1222,7,2022,0.6576,"Non Basis",-52923317111.08,"Relatif Tertinggal"
kabupaten,12,1222,8,2022,0.2295,"Non Basis",-9878505966.87,"Relatif Tertinggal"
kabupaten,12,1222,9,2022,0.3734,"Non Basis",-1762379804.46,"Relatif Tertinggal"
kabupaten,12,1222,10,2022,0.1767,"Non Basis",-951042568.84,"Relatif Tertinggal"
kabupaten,12,1222,11,2022,0.2935,"Non Basis",-4638499.08,"Relatif Tertinggal"
kabupaten,12,1222,12,2022,0.5327,"Non Basis",5581807752.31,"Potensial / Cepat Berkembang"
kabupaten,12,1222,13,2022,0.1344,"Non Basis",-1023938655.52,"Relatif Tertinggal"
kabupaten,12,1222,14,2022,0.4151,"Non Basis",1907180764.55,"Potensial / Cepat Berkembang"
kabupaten,12,1222,15,2022,0.2264,"Non Basis",-1527079104.67,"Relatif Tertinggal"
kabupaten,12,1222,16,2022,0.3484,"Non Basis",-1017187396.9,"Relatif Tertinggal"
kabupaten,12,1222,17,2022,0.1489,"Non Basis",-181834307.02,"Relatif Tertinggal"
kabupaten,12,1222,1,2023,1.3544,Basis,119607694994.9,"Maju dan Tumbuh Cepat"
kabupaten,12,1222,2,2023,0.2474,"Non Basis",-331046375.86,"Relatif Tertinggal"
kabupaten,12,1222,3,2023,2.2663,Basis,84703472204.16,"Maju dan Tumbuh Cepat"
kabupaten,12,1222,4,2023,0.4595,"Non Basis",199863823.82,"Potensial / Cepat Berkembang"
kabupaten,12,1222,5,2023,0.1866,"Non Basis",31349788.43,"Potensial / Cepat Berkembang"
kabupaten,12,1222,6,2023,0.5028,"Non Basis",5242545146.65,"Potensial / Cepat Berkembang"
kabupaten,12,1222,7,2023,0.6583,"Non Basis",1192827808.91,"Potensial / Cepat Berkembang"
kabupaten,12,1222,8,2023,0.2181,"Non Basis",-11419482992.53,"Relatif Tertinggal"
kabupaten,12,1222,9,2023,0.3634,"Non Basis",-5159555269.58,"Relatif Tertinggal"
kabupaten,12,1222,10,2023,0.1774,"Non Basis",409620574.71,"Potensial / Cepat Berkembang"
kabupaten,12,1222,11,2023,0.2905,"Non Basis",-2006406145.7,"Relatif Tertinggal"
kabupaten,12,1222,12,2023,0.5398,"Non Basis",6194850818.18,"Potensial / Cepat Berkembang"
kabupaten,12,1222,13,2023,0.1312,"Non Basis",-638518317.6,"Relatif Tertinggal"
kabupaten,12,1222,14,2023,0.4156,"Non Basis",192051322.7,"Potensial / Cepat Berkembang"
kabupaten,12,1222,15,2023,0.226,"Non Basis",-250692279.91,"Relatif Tertinggal"
kabupaten,12,1222,16,2023,0.3479,"Non Basis",-159525367.08,"Relatif Tertinggal"
kabupaten,12,1222,17,2023,0.1475,"Non Basis",-178264453.39,"Relatif Tertinggal"
kabupaten,12,1222,1,2024,1.3654,Basis,52382512989.02,"Maju dan Tumbuh Cepat"
kabupaten,12,1222,2,2024,0.2506,"Non Basis",794080538.36,"Potensial / Cepat Berkembang"
kabupaten,12,1222,3,2024,2.2613,Basis,-31036623799.39,"Maju tapi Tertekan"
kabupaten,12,1222,4,2024,0.4656,"Non Basis",168789241.91,"Potensial / Cepat Berkembang"
kabupaten,12,1222,5,2024,0.1878,"Non Basis",20426669.41,"Potensial / Cepat Berkembang"
kabupaten,12,1222,6,2024,0.5003,"Non Basis",-9062946600.96,"Relatif Tertinggal"
kabupaten,12,1222,7,2024,0.672,"Non Basis",53104587272.9,"Potensial / Cepat Berkembang"
kabupaten,12,1222,8,2024,0.2245,"Non Basis",6403746816.94,"Potensial / Cepat Berkembang"
kabupaten,12,1222,9,2024,0.3528,"Non Basis",-6215461732.38,"Relatif Tertinggal"
kabupaten,12,1222,10,2024,0.1774,"Non Basis",-135377153.36,"Relatif Tertinggal"
kabupaten,12,1222,11,2024,0.2935,"Non Basis",1683406660.43,"Potensial / Cepat Berkembang"
kabupaten,12,1222,12,2024,0.5455,"Non Basis",4741293977.68,"Potensial / Cepat Berkembang"
kabupaten,12,1222,13,2024,0.1317,"Non Basis",61214586.75,"Potensial / Cepat Berkembang"
kabupaten,12,1222,14,2024,0.4182,"Non Basis",1419982183.99,"Potensial / Cepat Berkembang"
kabupaten,12,1222,15,2024,0.2284,"Non Basis",1014465489.86,"Potensial / Cepat Berkembang"
kabupaten,12,1222,16,2024,0.3484,"Non Basis",25478856.93,"Potensial / Cepat Berkembang"
kabupaten,12,1222,17,2024,0.1472,"Non Basis",-57960187.88,"Relatif Tertinggal"
kabupaten,12,1223,1,2022,1.6307,Basis,118580398403.46,"Maju dan Tumbuh Cepat"
kabupaten,12,1223,2,2022,0.5342,"Non Basis",218149224.3,"Potensial / Cepat Berkembang"
kabupaten,12,1223,3,2022,1.4698,Basis,39514681158.61,"Maju dan Tumbuh Cepat"
kabupaten,12,1223,4,2022,0.5852,"Non Basis",-291278583.38,"Relatif Tertinggal"
kabupaten,12,1223,5,2022,0.1597,"Non Basis",-3056901.49,"Relatif Tertinggal"
kabupaten,12,1223,6,2022,0.507,"Non Basis",-16156109833.18,"Relatif Tertinggal"
kabupaten,12,1223,7,2022,0.8434,"Non Basis",-69973077541.44,"Relatif Tertinggal"
kabupaten,12,1223,8,2022,0.2522,"Non Basis",-7563318638.37,"Relatif Tertinggal"
kabupaten,12,1223,9,2022,0.4635,"Non Basis",-1252205356.9,"Relatif Tertinggal"
kabupaten,12,1223,10,2022,0.1707,"Non Basis",-1250498746.42,"Relatif Tertinggal"
kabupaten,12,1223,11,2022,0.2727,"Non Basis",-780214971.46,"Relatif Tertinggal"
kabupaten,12,1223,12,2022,0.6769,"Non Basis",-2120223810.21,"Relatif Tertinggal"
kabupaten,12,1223,13,2022,0.1632,"Non Basis",-2014980110.8,"Relatif Tertinggal"
kabupaten,12,1223,14,2022,0.6345,"Non Basis",2105167246.6,"Potensial / Cepat Berkembang"
kabupaten,12,1223,15,2022,0.3129,"Non Basis",-1735669610.99,"Relatif Tertinggal"
kabupaten,12,1223,16,2022,0.4154,"Non Basis",-1696781001.08,"Relatif Tertinggal"
kabupaten,12,1223,17,2022,0.2164,"Non Basis",-910711440.41,"Relatif Tertinggal"
kabupaten,12,1223,1,2023,1.6551,Basis,102792017113.54,"Maju dan Tumbuh Cepat"
kabupaten,12,1223,2,2023,0.5355,"Non Basis",13847937.48,"Potensial / Cepat Berkembang"
kabupaten,12,1223,3,2023,1.481,Basis,25962664062.06,"Maju dan Tumbuh Cepat"
kabupaten,12,1223,4,2023,0.5886,"Non Basis",56856095.88,"Potensial / Cepat Berkembang"
kabupaten,12,1223,5,2023,0.1624,"Non Basis",44177891.4,"Potensial / Cepat Berkembang"
kabupaten,12,1223,6,2023,0.5096,"Non Basis",3460665230.66,"Potensial / Cepat Berkembang"
kabupaten,12,1223,7,2023,0.8472,"Non Basis",6280485200.94,"Potensial / Cepat Berkembang"
kabupaten,12,1223,8,2023,0.2489,"Non Basis",-3466166995.42,"Relatif Tertinggal"
kabupaten,12,1223,9,2023,0.4647,"Non Basis",78361976.42,"Potensial / Cepat Berkembang"
kabupaten,12,1223,10,2023,0.17,"Non Basis",-716860167.51,"Relatif Tertinggal"
kabupaten,12,1223,11,2023,0.2709,"Non Basis",-1415072554.58,"Relatif Tertinggal"
kabupaten,12,1223,12,2023,0.677,"Non Basis",-1216417793.77,"Relatif Tertinggal"
kabupaten,12,1223,13,2023,0.1598,"Non Basis",-691538584.63,"Relatif Tertinggal"
kabupaten,12,1223,14,2023,0.6432,"Non Basis",4296830521.8,"Potensial / Cepat Berkembang"
kabupaten,12,1223,15,2023,0.3099,"Non Basis",-1570704928.7,"Relatif Tertinggal"
kabupaten,12,1223,16,2023,0.4129,"Non Basis",-637405517.4,"Relatif Tertinggal"
kabupaten,12,1223,17,2023,0.2143,"Non Basis",-274703255.89,"Relatif Tertinggal"
kabupaten,12,1223,1,2024,1.6829,Basis,78599920139.23,"Maju dan Tumbuh Cepat"
kabupaten,12,1223,2,2024,0.5309,"Non Basis",-2209495992.79,"Relatif Tertinggal"
kabupaten,12,1223,3,2024,1.4747,Basis,-61427693122.66,"Maju tapi Tertekan"
kabupaten,12,1223,4,2024,0.5969,"Non Basis",105763530.47,"Potensial / Cepat Berkembang"
kabupaten,12,1223,5,2024,0.1653,"Non Basis",30851967.99,"Potensial / Cepat Berkembang"
kabupaten,12,1223,6,2024,0.4784,"Non Basis",-90875212196.66,"Relatif Tertinggal"
kabupaten,12,1223,7,2024,0.8702,"Non Basis",62384714059.44,"Potensial / Cepat Berkembang"
kabupaten,12,1223,8,2024,0.2534,"Non Basis",2426083123.36,"Potensial / Cepat Berkembang"
kabupaten,12,1223,9,2024,0.442,"Non Basis",-13412040090.87,"Relatif Tertinggal"
kabupaten,12,1223,10,2024,0.1688,"Non Basis",-1762254197.88,"Relatif Tertinggal"
kabupaten,12,1223,11,2024,0.2731,"Non Basis",81313366.75,"Potensial / Cepat Berkembang"
kabupaten,12,1223,12,2024,0.6606,"Non Basis",-18882990296.53,"Relatif Tertinggal"
kabupaten,12,1223,13,2024,0.1604,"Non Basis",-106115663.78,"Relatif Tertinggal"
kabupaten,12,1223,14,2024,0.6407,"Non Basis",-4639421142.97,"Relatif Tertinggal"
kabupaten,12,1223,15,2024,0.311,"Non Basis",-547588316.49,"Relatif Tertinggal"
kabupaten,12,1223,16,2024,0.4096,"Non Basis",-1260137321.72,"Relatif Tertinggal"
kabupaten,12,1223,17,2024,0.213,"Non Basis",-336754127.58,"Relatif Tertinggal"
kabupaten,12,1223,1,2025,1.6496,Basis,-76912402991.61,"Maju tapi Tertekan"
kabupaten,12,1223,2,2025,0.5293,"Non Basis",1170914956.97,"Potensial / Cepat Berkembang"
kabupaten,12,1223,3,2025,1.4715,Basis,50388528526.81,"Maju dan Tumbuh Cepat"
kabupaten,12,1223,4,2025,0.582,"Non Basis",-235338283.45,"Relatif Tertinggal"
kabupaten,12,1223,5,2025,0.162,"Non Basis",-27752176.31,"Relatif Tertinggal"
kabupaten,12,1223,6,2025,0.4708,"Non Basis",-5331091899.1,"Relatif Tertinggal"
kabupaten,12,1223,7,2025,0.8584,"Non Basis",-7214914861.79,"Relatif Tertinggal"
kabupaten,12,1223,8,2025,0.3475,"Non Basis",72048289756.74,"Potensial / Cepat Berkembang"
kabupaten,12,1223,9,2025,0.4347,"Non Basis",-1226497782.89,"Relatif Tertinggal"
kabupaten,12,1223,10,2025,0.1659,"Non Basis",-719673654.42,"Relatif Tertinggal"
kabupaten,12,1223,11,2025,0.2647,"Non Basis",-3268865435.82,"Relatif Tertinggal"
kabupaten,12,1223,12,2025,0.6382,"Non Basis",-14283373293,"Relatif Tertinggal"
kabupaten,12,1223,13,2025,0.1503,"Non Basis",-1715204053.23,"Relatif Tertinggal"
kabupaten,12,1223,14,2025,0.6366,"Non Basis",2038325889.74,"Potensial / Cepat Berkembang"
kabupaten,12,1223,15,2025,0.3065,"Non Basis",-479607612.6,"Relatif Tertinggal"
kabupaten,12,1223,16,2025,0.3977,"Non Basis",-1531449349.61,"Relatif Tertinggal"
kabupaten,12,1223,17,2025,0.2057,"Non Basis",-568511980.55,"Relatif Tertinggal"
kabupaten,12,1224,1,2022,2.1431,Basis,-17725903734.7,"Maju tapi Tertekan"
kabupaten,12,1224,2,2022,4.7823,Basis,472312702.2,"Maju dan Tumbuh Cepat"
kabupaten,12,1224,3,2022,0.0127,"Non Basis",23559085.25,"Potensial / Cepat Berkembang"
kabupaten,12,1224,4,2022,1.0639,Basis,-37021751.25,"Maju tapi Tertekan"
kabupaten,12,1224,5,2022,0.475,"Non Basis",-25352774.83,"Relatif Tertinggal"
kabupaten,12,1224,6,2022,0.6689,"Non Basis",-5547612816.54,"Relatif Tertinggal"
kabupaten,12,1224,7,2022,0.5686,"Non Basis",-4628238763.43,"Relatif Tertinggal"
kabupaten,12,1224,8,2022,0.3906,"Non Basis",-4129706980.32,"Relatif Tertinggal"
kabupaten,12,1224,9,2022,1.1712,Basis,-4019871855.91,"Maju tapi Tertekan"
kabupaten,12,1224,10,2022,0.144,"Non Basis",-178849224.59,"Relatif Tertinggal"
kabupaten,12,1224,11,2022,0.6358,"Non Basis",-141878681.03,"Relatif Tertinggal"
kabupaten,12,1224,12,2022,0.7609,"Non Basis",-2926974933.56,"Relatif Tertinggal"
kabupaten,12,1224,13,2022,0.0724,"Non Basis",-108672157.25,"Relatif Tertinggal"
kabupaten,12,1224,14,2022,1.951,Basis,1428061191.7,"Maju dan Tumbuh Cepat"
kabupaten,12,1224,15,2022,1.0172,Basis,-823224099.56,"Maju tapi Tertekan"
kabupaten,12,1224,16,2022,0.928,"Non Basis",-976003558.47,"Relatif Tertinggal"
kabupaten,12,1224,17,2022,0.5103,"Non Basis",-478721112.88,"Relatif Tertinggal"
kabupaten,12,1224,1,2023,2.1724,Basis,2692059241.82,"Maju dan Tumbuh Cepat"
kabupaten,12,1224,2,2023,4.9167,Basis,2519206781.37,"Maju dan Tumbuh Cepat"
kabupaten,12,1224,3,2023,0.0127,"Non Basis",-40375458.59,"Relatif Tertinggal"
kabupaten,12,1224,4,2023,1.0702,Basis,-22648783.97,"Maju tapi Tertekan"
kabupaten,12,1224,5,2023,0.4711,"Non Basis",-23808709.45,"Relatif Tertinggal"
kabupaten,12,1224,6,2023,0.6692,"Non Basis",-2418329342.83,"Relatif Tertinggal"
kabupaten,12,1224,7,2023,0.5694,"Non Basis",-2813812830.29,"Relatif Tertinggal"
kabupaten,12,1224,8,2023,0.3601,"Non Basis",-4166177752.46,"Relatif Tertinggal"
kabupaten,12,1224,9,2023,1.1291,Basis,-3365478659.04,"Maju tapi Tertekan"
kabupaten,12,1224,10,2023,0.1426,"Non Basis",-272803438.67,"Relatif Tertinggal"
kabupaten,12,1224,11,2023,0.6383,"Non Basis",-374670933.55,"Relatif Tertinggal"
