kab_id,sektor_id,tahun,nilai
19.04,6,2022,656810000000
19.04,7,2022,1126860000000
19.04,8,2022,650790000000
19.04,9,2022,213950000000
19.04,10,2022,218030000000
19.04,11,2022,43370000000
19.04,12,2022,199100000000
19.04,13,2022,16300000000
19.04,14,2022,480210000000
19.04,15,2022,185040000000
19.04,16,2022,105730000000
19.04,17,2022,28490000000
19.04,1,2023,1022350000000
19.04,2,2023,1046760000000
19.04,3,2023,415710000000
19.04,4,2023,4310000000
19.04,5,2023,440000000
19.04,6,2023,707780000000
19.04,7,2023,1145670000000
19.04,8,2023,733790000000
19.04,9,2023,228650000000
19.04,10,2023,244660000000
19.04,11,2023,46470000000
19.04,12,2023,206320000000
19.04,13,2023,17640000000
19.04,14,2023,510280000000
19.04,15,2023,203650000000
19.04,16,2023,113260000000
19.04,17,2023,30530000000
19.04,1,2024,1046060000000
19.04,2,2024,972150000000
19.04,3,2024,383770000000
19.04,4,2024,4470000000
19.04,5,2024,460000000
19.04,6,2024,666650000000
19.04,7,2024,1146060000000
19.04,8,2024,739280000000
19.04,9,2024,234320000000
19.04,10,2024,264360000000
19.04,11,2024,46510000000
19.04,12,2024,210510000000
19.04,13,2024,19060000000
19.04,14,2024,553930000000
19.04,15,2024,221420000000
19.04,16,2024,113280000000
19.04,17,2024,33090000000
19.04,1,2025,1067880000000
19.04,2,2025,1017440000000
19.04,3,2025,590510000000
19.04,4,2025,4680000000
19.04,5,2025,470000000
19.04,6,2025,655030000000
19.04,7,2025,1197270000000
19.04,8,2025,759190000000
19.04,9,2025,252540000000
19.04,10,2025,287950000000
19.04,11,2025,45690000000
19.04,12,2025,216250000000
19.04,13,2025,20370000000
19.04,14,2025,554120000000
19.04,15,2025,235050000000
19.04,16,2025,118510000000
19.04,17,2025,35780000000
19.02,1,2021,1855830000000
19.02,2,2021,508720000000
19.02,3,2021,770100000000
19.02,4,2021,10550000000
19.02,5,2021,2160000000
19.02,6,2021,839440000000
19.02,7,2021,700940000000
19.02,8,2021,343380000000
19.02,9,2021,229160000000
19.02,10,2021,308690000000
19.02,11,2021,155020000000
19.02,12,2021,221950000000
19.02,13,2021,18470000000
19.02,14,2021,420650000000
19.02,15,2021,127960000000
19.02,16,2021,148830000000
19.02,17,2021,48160000000
19.02,1,2022,1865770000000
19.02,2,2022,504010000000
19.02,3,2022,833020000000
19.02,4,2022,10120000000
19.02,5,2022,2270000000
19.02,6,2022,832060000000
19.02,7,2022,800860000000
19.02,8,2022,468020000000
19.02,9,2022,261610000000
19.02,10,2022,341060000000
19.02,11,2022,164360000000
19.02,12,2022,234110000000
19.02,13,2022,22590000000
19.02,14,2022,414580000000
19.02,15,2022,131690000000
19.02,16,2022,153020000000
19.02,17,2022,54040000000
19.02,1,2023,1917390000000
19.02,2,2023,503810000000
19.02,3,2023,873940000000
19.02,4,2023,10380000000
19.02,5,2023,2280000000
19.02,6,2023,908500000000
19.02,7,2023,815160000000
19.02,8,2023,517220000000
19.02,9,2023,288370000000
19.02,10,2023,388690000000
19.02,11,2023,189470000000
19.02,12,2023,244050000000
19.02,13,2023,24620000000
19.02,14,2023,442990000000
19.02,15,2023,146220000000
19.02,16,2023,167080000000
19.02,17,2023,60180000000
19.02,1,2024,1989950000000
19.02,2,2024,495330000000
19.02,3,2024,852740000000
19.02,4,2024,10920000000
19.02,5,2024,2370000000
19.02,6,2024,889290000000
19.02,7,2024,809680000000
19.02,8,2024,513160000000
19.02,9,2024,300840000000
19.02,10,2024,427720000000
19.02,11,2024,190080000000
19.02,12,2024,255040000000
19.02,13,2024,26930000000
19.02,14,2024,478020000000
19.02,15,2024,162050000000
19.02,16,2024,169640000000
19.02,17,2024,65130000000
19.02,1,2025,2063290000000
19.02,2,2025,556210000000
19.02,3,2025,869900000000
19.02,4,2025,11200000000
19.02,5,2025,2440000000
19.02,6,2025,881990000000
19.02,7,2025,854200000000
19.02,8,2025,528830000000
19.02,9,2025,325060000000
19.02,10,2025,468080000000
19.02,11,2025,193770000000
19.02,12,2025,264690000000
19.02,13,2025,28790000000
19.02,14,2025,477560000000
19.02,15,2025,172230000000
19.02,16,2025,179040000000
19.02,17,2025,71410000000
19.03,1,2021,2506580000000
19.03,2,2021,1320480000000
19.03,3,2021,294090000000
19.03,4,2021,4340000000
19.03,5,2021,1030000000
19.03,6,2021,493930000000
19.03,7,2021,622030000000
19.03,8,2021,47280000000
19.03,9,2021,132570000000
19.03,10,2021,52140000000
19.03,11,2021,31810000000
19.03,12,2021,202990000000
19.03,13,2021,7340000000
19.03,14,2021,339970000000
19.03,15,2021,152220000000
19.03,16,2021,45800000000
19.03,17,2021,22200000000
19.03,1,2022,2575850000000
19.03,2,2022,1312800000000
19.03,3,2022,316290000000
19.03,4,2022,4320000000
19.03,5,2022,1070000000
19.03,6,2022,489380000000
19.03,7,2022,688990000000
19.03,8,2022,52200000000
19.03,9,2022,146780000000
19.03,10,2022,57330000000
19.03,11,2022,33980000000
19.03,12,2022,213310000000
19.03,13,2022,8060000000
19.03,14,2022,341000000000
19.03,15,2022,157010000000
19.03,16,2022,46760000000
19.03,17,2022,23920000000
19.03,1,2023,2678930000000
19.03,2,2023,1321560000000
19.03,3,2023,331140000000
19.03,4,2023,4460000000
19.03,5,2023,1070000000
19.03,6,2023,518450000000
19.03,7,2023,699630000000
19.03,8,2023,56770000000
19.03,9,2023,160360000000
19.03,10,2023,62530000000
19.03,11,2023,38430000000
19.03,12,2023,221180000000
19.03,13,2023,8300000000
19.03,14,2023,355050000000
19.03,15,2023,171690000000
19.03,16,2023,50730000000
19.03,17,2023,25880000000
19.03,1,2024,2749740000000
19.03,2,2024,1275540000000
19.03,3,2024,295280000000
19.03,4,2024,4650000000
19.03,5,2024,1110000000
19.03,6,2024,516960000000
